dataset: X
instance: TR3
+-----------+
2D Packing Heuristic in Truck P170422001
Min2DVol: 32.39999999999999 [m2]
Stack 0 with items: ['0090017000_08062023031583', '0090017000_08062023022705', '0090017000_08062023000706', '0090017000_08062023035743', '0090017000_08062023041563']
Stack 1 with items: ['0090017000_08062023020912', '0090017000_08062023020912', '0090017000_08062023020912']
Stack 2 with items: ['0090017000_08062023020912', '0090017000_08062023020912', '0090017000_08062023020912']
Stack 3 with items: ['0090017000_08062023020912', '0090017000_08062023020912', '0090017000_08062023020912']
Stack 4 with items: ['0090017000_08062023020912', '0090017000_08062023020912', '0090017000_08062023020912']
Stack 5 with items: ['0090017000_08062023020912', '0090017000_08062023020912', '0090017000_08062023020912']
Stack 6 with items: ['0090017000_08062023020912', '0090017000_08062023020912', '0090017000_08062023020912']
Stack 7 with items: ['0090017000_08062023020912', '0090017000_08062023015881', '0090017000_08062023015881']
Stack 8 with items: ['0090017000_08062023015881', '0090017000_08062023015881', '0090017000_08062023015881']
Stack 9 with items: ['0090017000_08062023015881', '0090017000_08062023015881', '0090017000_08062023015881']
Stack 10 with items: ['0090017000_08062023015881', '0090017000_08062023015881', '0090017000_08062023015881']
Stack 11 with items: ['0090017000_08062023015881', '0090017000_08062023015881', '0090017000_08062023015881']
Stack 12 with items: ['0090017000_08062023015881', '0090017000_08062023015881', '0090017000_08062023015881']
Stack 13 with items: ['0090017000_08062023015881', '0090017000_08062023011305', '0090017000_08062023015881']
Stack 14 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 15 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 16 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 17 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 18 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 19 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 20 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 21 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 22 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 23 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 24 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 25 with items: ['0090017000_08062023011305', '0090017000_08062023011305', '0090017000_08062023011305']
Stack 26 with items: ['0090017000_08062023011305', '0090017000_08062023010673', '0090017000_08062023011305']
Stacks not packed:
Stack 26 missing: ['0090017000_08062023011305', '0090017000_08062023010673', '0090017000_08062023011305']
