dataset: B
instance: DO
+-----------+
2D Packing Heuristic in Truck P308223105
Min2DVol: 19.199999999999996 [m2]
Stack 0 with items: ['0090019100_26102022011224', '0090019100_26102022011224', '0090019100_26102022011224']
Stack 1 with items: ['0090019100_26102022011224', '0090019100_26102022011224', '0090019100_26102022011224']
Stack 2 with items: ['0090019100_26102022011224', '0090019100_26102022011224', '0090019100_26102022011224']
Stack 3 with items: ['0090019100_26102022011224', '0090019100_26102022011081', '0090019100_26102022011081']
Stack 4 with items: ['0090019100_26102022011081', '0090019100_26102022011081', '0090019100_26102022011081']
Stack 5 with items: ['0090019100_26102022011081', '0090019100_26102022011081', '0090019100_26102022011081']
Stack 6 with items: ['0090019100_26102022011081', '0090019100_26102022011081', '0090019100_26102022011081']
Stack 7 with items: ['0090019100_26102022006763', '0090019100_26102022005330', '0090019100_26102022005330']
Stack 8 with items: ['0090019100_26102022005330', '0090019100_26102022005330', '0090019100_26102022005330']
Stack 9 with items: ['0090019100_26102022005330', '0090019100_26102022005330', '0090019100_26102022005330']
Stack 10 with items: ['0090019100_26102022005330', '0090019100_26102022004370', '0090019100_26102022004370']
Stack 11 with items: ['0090019100_26102022001236', '0090019100_26102022001122', '0090019100_26102022001236']
Stack 12 with items: ['0090019100_26102022001122', '0090019100_26102022001122', '0090019100_26102022001122']
Stack 13 with items: ['0090019100_26102022001122', '0090019100_26102022001122', '0090019100_26102022001122']
Stack 14 with items: ['0090019100_26102022000772', '0090019100_26102022000772', '0090019100_26102022000772']
Stack 15 with items: ['0090019100_26102022000041', '0090019100_26102022000041', '0090019100_26102022000041']
Heuristic packed all stacks
