dataset: B
instance: CI2
+-----------+
2D Packing Heuristic in Truck P347414213
Min2DVol: 28.79999999999999 [m2]
Stack 0 with items: ['0090016800_26102022012999', '0090016800_26102022012999', '0090016800_26102022012999']
Stack 1 with items: ['0090016800_26102022011058', '0090016800_26102022011058', '0090016800_26102022011058']
Stack 2 with items: ['0090016800_26102022011058', '0090016800_26102022011058', '0090016800_26102022011058']
Stack 3 with items: ['0090016800_26102022011058', '0090016800_26102022011058', '0090016800_26102022011058']
Stack 4 with items: ['0090016800_26102022011058']
Stack 5 with items: ['0090016800_26102022005094', '0090016800_26102022005094']
Stack 6 with items: ['0090016800_26102022005094', '0090016800_26102022005094']
Stack 7 with items: ['0090016800_26102022005094', '0090016800_26102022005094']
Stack 8 with items: ['0090016800_26102022005094', '0090016800_26102022003740']
Stack 9 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 10 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 11 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 12 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 13 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 14 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 15 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 16 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 17 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 18 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 19 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 20 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 21 with items: ['0090016800_26102022003740', '0090016800_26102022003740']
Stack 22 with items: ['0090016800_26102022012170', '0090016800_26102022012170', '0090016800_26102022012170']
Stack 23 with items: ['0090016800_26102022012170', '0090016800_26102022012170']
Heuristic packed all stacks
