dataset: X
instance: SA2
+-----------+
2D Packing Heuristic in Truck P171052401
Min2DVol: 30.720000000000002 [m2]
Stack 0 with items: ['0090017100_08062023000679', '0090017100_08062023000679', '0090017100_08062023017846']
Stack 1 with items: ['0090017100_08062023029044', '0090017100_08062023017846', '0090017100_08062023017846']
Stack 2 with items: ['0090017100_08062023000679', '0090017100_08062023017846', '0090017100_08062023017846']
Stack 3 with items: ['0090017100_08062023017846', '0090017100_08062023020490', '0090017100_08062023020490']
Stack 4 with items: ['0090017100_08062023028224', '0090017100_08062023028224']
Stack 5 with items: ['0090017100_08062023028224', '0090017100_08062023028224']
Stack 6 with items: ['0090017100_08062023028224', '0090017100_08062023028224']
Stack 7 with items: ['0090017100_08062023028224', '0090017100_08062023028224']
Stack 8 with items: ['0090017100_08062023028224', '0090017100_08062023028224']
Stack 9 with items: ['0090017100_08062023028224', '0090017100_08062023028224']
Stack 10 with items: ['0090017100_08062023015179', '0090017100_08062023015179']
Stack 11 with items: ['0090017100_08062023008707', '0090017100_08062023008707']
Stack 12 with items: ['0090017100_08062023008707', '0090017100_08062023002003']
Stack 13 with items: ['0090017100_08062023002003', '0090017100_08062023002003']
Stack 14 with items: ['0090017100_08062023002003', '0090017100_08062023002003']
Stack 15 with items: ['0090017100_08062023001901', '0090017100_08062023001901']
Heuristic packed all stacks
