dataset: X
instance: DO5
+-----------+
2D Packing Heuristic in Truck P191041109
Min2DVol: 26.400000000000002 [m2]
Stack 0 with items: ['0090019100_14062023006341', '0090019100_14062023003720', '0090019100_14062023003388']
Stack 1 with items: ['0090019100_14062023003388', '0090019100_14062023003362', '0090019100_14062023003388']
Stack 2 with items: ['0090019100_14062023002978', '0090019100_14062023002169', '0090019100_14062023002978']
Stack 3 with items: ['0090019100_14062023005758', '0090019100_14062023005258', '0090019100_14062023005274', '0090019100_14062023002299']
Stack 4 with items: ['0090019100_14062023004279', '0090019100_14062023004279']
Stack 5 with items: ['0090019100_14062023004279', '0090019100_14062023004279']
Stack 6 with items: ['0090019100_14062023004279', '0090019100_14062023004279']
Stack 7 with items: ['0090019100_14062023004279', '0090019100_14062023004279']
Stack 8 with items: ['0090019100_14062023003834', '0090019100_14062023004279']
Stack 9 with items: ['0090019100_14062023004279', '0090019100_14062023004279']
Stack 10 with items: ['0090019100_14062023004279', '0090019100_14062023004279']
Stack 11 with items: ['0090019100_14062023004090', '0090019100_14062023004090']
Stack 12 with items: ['0090019100_14062023003834', '0090019100_14062023004279']
Stack 13 with items: ['0090019100_14062023004279', '0090019100_14062023004279']
Heuristic packed all stacks
