dataset: X
instance: DO4
+-----------+
2D Packing Heuristic in Truck P191335601
Min2DVol: 31.39200000000001 [m2]
Stack 0 with items: ['0090019100_14062023003318', '0090019100_14062023003318', '0090019100_14062023003318', '0090019100_14062023003318']
Stack 1 with items: ['0090019100_14062023003111', '0090019100_14062023003111', '0090019100_14062023003111']
Stack 2 with items: ['0090019100_14062023003111', '0090019100_14062023003111', '0090019100_14062023003111']
Stack 3 with items: ['0090019100_14062023003111', '0090019100_14062023003111', '0090019100_14062023003111']
Stack 4 with items: ['0090019100_14062023003111', '0090019100_14062023003111', '0090019100_14062023003111']
Stack 5 with items: ['0090019100_14062023002385', '0090019100_14062023002237', '0090019100_14062023002237']
Stack 6 with items: ['0090019100_14062023002237', '0090019100_14062023002237', '0090019100_14062023002237']
Stack 7 with items: ['0090019100_14062023002237', '0090019100_14062023002237', '0090019100_14062023002237']
Stack 8 with items: ['0090019100_14062023004616', '0090019100_14062023004616', '0090019100_14062023004616']
Stack 9 with items: ['0090019100_14062023004616', '0090019100_14062023004616', '0090019100_14062023004616']
Stack 10 with items: ['0090019100_14062023004616', '0090019100_14062023004616', '0090019100_14062023004616']
Stack 11 with items: ['0090019100_14062023004616', '0090019100_14062023004616', '0090019100_14062023004616']
Stack 12 with items: ['0090019100_14062023004741', '0090019100_14062023004741', '0090019100_14062023004741']
Stack 13 with items: ['0090019100_14062023003102', '0090019100_14062023003102', '0090019100_14062023003102']
Stack 14 with items: ['0090019100_14062023003102', '0090019100_14062023004616', '0090019100_14062023004616']
Stack 15 with items: ['0090019100_14062023003102', '0090019100_14062023003102', '0090019100_14062023003102']
Heuristic packed all stacks
