dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P066156207
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0090017100_28022023006281', '0090017100_28022023006281', '0090017100_28022023006281']
Stack 1 with items: ['0090017100_28022023006281', '0090017100_28022023006281', '0090017100_28022023020733']
Stack 2 with items: ['0090017100_28022023020733', '0090017100_28022023020733', '0090017100_28022023020733']
Stack 3 with items: ['0090017100_28022023017731', '0090017100_28022023017731', '0090017100_28022023017731']
Stack 4 with items: ['0090017100_28022023028534', '0090017100_28022023028534']
Stack 5 with items: ['0090017100_28022023028534', '0090017100_28022023028534']
Stack 6 with items: ['0090017100_28022023028534', '0090017100_28022023028534']
Stack 7 with items: ['0090017100_28022023028534', '0090017100_28022023028534']
Stack 8 with items: ['0090017100_28022023028534', '0090017100_28022023028534']
Stack 9 with items: ['0090017100_28022023015135', '0090017100_28022023028534']
Stack 10 with items: ['0090017100_28022023015135', '0090017100_28022023015135']
Stack 11 with items: ['0090017100_28022023015135', '0090017100_28022023015135']
Stack 12 with items: ['0090017100_28022023015135', '0090017100_28022023015135']
Stack 13 with items: ['0090017100_28022023015135', '0090017100_28022023015135']
Heuristic packed all stacks
