dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P103420413
Min2DVol: 31.21805999999999 [m2]
Stack 0 with items: ['0090017000_27022023035227', '0090017000_27022023035227', '0090017000_27022023035227']
Stack 1 with items: ['0090017000_27022023035060', '0090017000_27022023035060', '0090017000_27022023035060']
Stack 2 with items: ['0090017000_27022023035060', '0090017000_27022023035060', '0090017000_27022023035060']
Stack 3 with items: ['0090017000_27022023035060', '0090017000_27022023035060', '0090017000_27022023035060']
Stack 4 with items: ['0090017000_27022023035060', '0090017000_27022023035060', '0090017000_27022023035060']
Stack 5 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 6 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 7 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 8 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 9 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 10 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 11 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 12 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 13 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 14 with items: ['0090017000_27022023033169', '0090017000_27022023033169', '0090017000_27022023033169']
Stack 15 with items: ['0090017000_27022023030967', '0090017000_27022023024392', '0090017000_27022023023644']
Stack 16 with items: ['0090017000_27022023024065', '0090017000_27022023024065', '0090017000_27022023024065']
Stack 17 with items: ['0090017000_27022023024065', '0090017000_27022023024065', '0090017000_27022023024065']
Stack 18 with items: ['0090017000_27022023024065', '0090017000_27022023024065', '0090017000_27022023024065']
Stack 19 with items: ['0090017000_27022023024065', '0090017000_27022023024065', '0090017000_27022023024065']
Stack 20 with items: ['0090017000_27022023011488', '0090017000_27022023007793', '0090017000_27022023011488']
Stack 21 with items: ['0090017000_27022023001470', '0090017000_27022023001470', '0090017000_27022023001470']
Stack 22 with items: ['0090017000_27022023001470', '0090017000_27022023001470', '0090017000_27022023001470']
Stack 23 with items: ['0090017000_27022023001470', '0090017000_27022023001470', '0090017000_27022023001470']
Stack 24 with items: ['0090017000_27022023001470', '0090017000_27022023000058', '0090017000_27022023001470']
Stack 25 with items: ['0090017000_27022023004776', '0090017000_27022023001515']
Heuristic packed all stacks
