dataset: X
instance: MA6
+-----------+
2D Packing Heuristic in Truck P185221507
Min2DVol: 31.654037999999986 [m2]
Stack 0 with items: ['0090016200_14062023033780', '0090016200_14062023033780']
Stack 1 with items: ['0090016200_14062023033780', '0090016200_14062023033780']
Stack 2 with items: ['0090016200_14062023033780', '0090016200_14062023033780']
Stack 3 with items: ['0090016200_14062023033780', '0090016200_14062023032612']
Stack 4 with items: ['0090016200_14062023032612', '0090016200_14062023032612']
Stack 5 with items: ['0090016200_14062023032612', '0090016200_14062023031312']
Stack 6 with items: ['0090016200_14062023031312', '0090016200_14062023019041']
Stack 7 with items: ['0090016200_14062023019041', '0090016200_14062023019041']
Stack 8 with items: ['0090016200_14062023019041', '0090016200_14062023019041']
Stack 9 with items: ['0090016200_14062023019041', '0090016200_14062023019041']
Stack 10 with items: ['0090016200_14062023019041', '0090016200_14062023019041']
Stack 11 with items: ['0090016200_14062023019041', '0090016200_14062023019041']
Stack 12 with items: ['0090016200_14062023019041', '0090016200_14062023012327']
Stack 13 with items: ['0090016200_14062023012327', '0090016200_14062023012327']
Stack 14 with items: ['0090016200_14062023011955', '0090016200_14062023011955']
Stack 15 with items: ['0090016200_14062023011955', '0090016200_14062023011955']
Stack 16 with items: ['0090016200_14062023008831', '0090016200_14062023008831']
Stack 17 with items: ['0090016200_14062023008831', '0090016200_14062023008831']
Stack 18 with items: ['0090016200_14062023008831', '0090016200_14062023008831']
Stack 19 with items: ['0090016200_14062023008831', '0090016200_14062023008831']
Stack 20 with items: ['0090016200_14062023008831', '0090016200_14062023008831']
Stack 21 with items: ['0090016200_14062023008831', '0090016200_14062023008831']
Stack 22 with items: ['0090016200_14062023008468', '0090016200_14062023008468']
Stack 23 with items: ['0090016200_14062023008468', '0090016200_14062023008468']
Stack 24 with items: ['0090016200_14062023008468', '0090016200_14062023008468']
Stack 25 with items: ['0090016200_14062023008468', '0090016200_14062023008468']
Heuristic packed all stacks
