dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P111210205
Min2DVol: 28.16441800000001 [m2]
Stack 0 with items: ['0090019100_27022023012183', '0090019100_27022023012183']
Stack 1 with items: ['0090019100_27022023012183', '0090019100_27022023012183']
Stack 2 with items: ['0090019100_27022023012183', '0090019100_27022023012183']
Stack 3 with items: ['0090019100_27022023012183', '0090019100_27022023012183']
Stack 4 with items: ['0090019100_27022023012183', '0090019100_27022023012183']
Stack 5 with items: ['0090019100_27022023010999', '0090019100_27022023010999']
Stack 6 with items: ['0090019100_27022023008465', '0090019100_27022023008465']
Stack 7 with items: ['0090019100_27022023008465', '0090019100_27022023008465']
Stack 8 with items: ['0090019100_27022023008465', '0090019100_27022023008465']
Stack 9 with items: ['0090019100_27022023008465', '0090019100_27022023008465']
Stack 10 with items: ['0090019100_27022023008465', '0090019100_27022023008465']
Stack 11 with items: ['0090019100_27022023037408', '0090019100_27022023037408']
Stack 12 with items: ['0090019100_27022023037408', '0090019100_27022023037408']
Stack 13 with items: ['0090019100_27022023037408', '0090019100_27022023037408']
Stack 14 with items: ['0090019100_27022023037408', '0090019100_27022023037408']
Stack 15 with items: ['0090019100_27022023037408', '0090019100_27022023037408']
Stack 16 with items: ['0090019100_27022023037408', '0090019100_27022023037408']
Stack 17 with items: ['0090019100_27022023037408', '0090019100_27022023037408']
Heuristic packed all stacks
