dataset: B
instance: CA2
+-----------+
2D Packing Heuristic in Truck P326884903
Min2DVol: 17.999999999999996 [m2]
Stack 0 with items: ['0090012500_26102022001317', '0090012500_26102022001317']
Stack 1 with items: ['0090012500_26102022001317', '0090012500_26102022000804']
Stack 2 with items: ['0090012500_26102022000896', '0090012500_26102022000896']
Stack 3 with items: ['0090012500_26102022000896', '0090012500_26102022000896']
Stack 4 with items: ['0090012500_26102022000896', '0090012500_26102022000896']
Stack 5 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 6 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 7 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 8 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 9 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 10 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 11 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 12 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 13 with items: ['0090012500_26102022000804', '0090012500_26102022000804']
Stack 14 with items: ['0090012500_26102022000455', '0090012500_26102022000245']
Heuristic packed all stacks
