dataset: C
instance: TA2
+-----------+
2D Packing Heuristic in Truck P084384805
Min2DVol: 31.199999999999992 [m2]
Stack 0 with items: ['0090038300_28022023005212']
Stack 1 with items: ['0090038300_28022023025419']
Stack 2 with items: ['0090038300_28022023005212']
Stack 3 with items: ['0090038300_28022023005212']
Stack 4 with items: ['0090038300_28022023005212']
Stack 5 with items: ['0090038300_28022023005212']
Stack 6 with items: ['0090038300_28022023028549', '0090038300_28022023028549', '0090038300_28022023028549']
Stack 7 with items: ['0090038300_28022023028549', '0090038300_28022023028549', '0090038300_28022023028549']
Stack 8 with items: ['0090038300_28022023028549', '0090038300_28022023028549', '0090038300_28022023028549']
Stack 9 with items: ['0090038300_28022023028549', '0090038300_28022023015861', '0090038300_28022023028549']
Stack 10 with items: ['0090038300_28022023015861', '0090038300_28022023015861', '0090038300_28022023015861']
Stack 11 with items: ['0090038300_28022023015861', '0090038300_28022023015861', '0090038300_28022023015861']
Stack 12 with items: ['0090038300_28022023015861', '0090038300_28022023013738', '0090038300_28022023013738']
Stack 13 with items: ['0090038300_28022023013738', '0090038300_28022023013738', '0090038300_28022023013738']
Stack 14 with items: ['0090038300_28022023013738', '0090038300_28022023013738', '0090038300_28022023013738']
Stack 15 with items: ['0090038300_28022023013738', '0090038300_28022023013738', '0090038300_28022023013738']
Stack 16 with items: ['0090038300_28022023013738', '0090038300_28022023012413', '0090038300_28022023012413']
Stack 17 with items: ['0090038300_28022023012413', '0090038300_28022023012413', '0090038300_28022023012413']
Stack 18 with items: ['0090038300_28022023012413', '0090038300_28022023007917', '0090038300_28022023012413']
Stack 19 with items: ['0090038300_28022023007917', '0090038300_28022023007917', '0090038300_28022023007917']
Heuristic packed all stacks
