dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P174069111
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0090016900_08062023002776']
Stack 1 with items: ['0090016900_08062023002776']
Stack 2 with items: ['0090016900_08062023043850', '0090016900_08062023043850']
Stack 3 with items: ['0090016900_08062023043850', '0090016900_08062023043850']
Stack 4 with items: ['0090016900_08062023028340', '0090016900_08062023028340']
Stack 5 with items: ['0090016900_08062023028340', '0090016900_08062023028340']
Stack 6 with items: ['0090016900_08062023028340', '0090016900_08062023028340']
Stack 7 with items: ['0090016900_08062023028340', '0090016900_08062023028340']
Stack 8 with items: ['0090016900_08062023028340', '0090016900_08062023028340']
Stack 9 with items: ['0090016900_08062023028340', '0090016900_08062023028340']
Stack 10 with items: ['0090016900_08062023028340', '0090016900_08062023028340']
Stack 11 with items: ['0090016900_08062023010477', '0090016900_08062023010477']
Stack 12 with items: ['0090016900_08062023010477', '0090016900_08062023010477']
Stack 13 with items: ['0090016900_08062023010477', '0090016900_08062023010477']
Heuristic packed all stacks
