dataset: B
instance: TR
+-----------+
2D Packing Heuristic in Truck P347278203
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017000_26102022009153', '0090017000_26102022009153', '0090017000_26102022009153']
Stack 1 with items: ['0090017000_26102022009153', '0090017000_26102022009153', '0090017000_26102022009153']
Stack 2 with items: ['0090017000_26102022008357', '0090017000_26102022008357', '0090017000_26102022008357']
Stack 3 with items: ['0090017000_26102022008357', '0090017000_26102022008357', '0090017000_26102022008357']
Stack 4 with items: ['0090017000_26102022007680', '0090017000_26102022006472', '0090017000_26102022007680']
Stack 5 with items: ['0090017000_26102022005167', '0090017000_26102022005167', '0090017000_26102022005167']
Stack 6 with items: ['0090017000_26102022005167', '0090017000_26102022005167', '0090017000_26102022005167']
Stack 7 with items: ['0090017000_26102022005167', '0090017000_26102022005167', '0090017000_26102022005167']
Stack 8 with items: ['0090017000_26102022005167', '0090017000_26102022005167', '0090017000_26102022005167']
Stack 9 with items: ['0090017000_26102022004968', '0090017000_26102022003728', '0090017000_26102022004968']
Stack 10 with items: ['0090017000_26102022003728', '0090017000_26102022003728', '0090017000_26102022003728']
Stack 11 with items: ['0090017000_26102022003728', '0090017000_26102022002941', '0090017000_26102022003728']
Stack 12 with items: ['0090017000_26102022002941', '0090017000_26102022002941', '0090017000_26102022002941']
Stack 13 with items: ['0090017000_26102022002941', '0090017000_26102022002941', '0090017000_26102022002941']
Stack 14 with items: ['0090017000_26102022002350', '0090017000_26102022002350', '0090017000_26102022002350']
Stack 15 with items: ['0090017000_26102022002350', '0090017000_26102022002350', '0090017000_26102022002350']
Stack 16 with items: ['0090017000_26102022002350', '0090017000_26102022002350', '0090017000_26102022002350']
Stack 17 with items: ['0090017000_26102022002350', '0090017000_26102022002350', '0090017000_26102022002350']
Stack 18 with items: ['0090017000_26102022002350', '0090017000_26102022002350', '0090017000_26102022002350']
Stack 19 with items: ['0090017000_26102022002350', '0090017000_26102022001845', '0090017000_26102022002350']
Stack 20 with items: ['0090017000_26102022001845', '0090017000_26102022001845', '0090017000_26102022001845']
Stack 21 with items: ['0090017000_26102022001845', '0090017000_26102022001845', '0090017000_26102022001845']
Stack 22 with items: ['0090017000_26102022000421', '0090017000_26102022000421', '0090017000_26102022000421']
Stack 23 with items: ['0090017000_26102022000421', '0090017000_26102022000421', '0090017000_26102022000421']
Stack 24 with items: ['0090017000_26102022000421', '0090017000_26102022000421', '0090017000_26102022000421']
Stack 25 with items: ['0090017000_26102022000421', '0090017000_26102022000421', '0090017000_26102022000421']
Heuristic packed all stacks
