dataset: B
instance: DO
+-----------+
2D Packing Heuristic in Truck P347042401
Min2DVol: 27.68499999999999 [m2]
Stack 0 with items: ['0090019100_26102022009973', '0090019100_26102022009973', '0090019100_26102022009973']
Stack 1 with items: ['0090019100_26102022009973', '0090019100_26102022009973', '0090019100_26102022009973']
Stack 2 with items: ['0090019100_26102022009973', '0090019100_26102022009973', '0090019100_26102022009973']
Stack 3 with items: ['0090019100_26102022009973', '0090019100_26102022009973', '0090019100_26102022009973']
Stack 4 with items: ['0090019100_26102022009973', '0090019100_26102022009973', '0090019100_26102022009973']
Stack 5 with items: ['0090019100_26102022009973', '0090019100_26102022009973', '0090019100_26102022009973']
Stack 6 with items: ['0090019100_26102022009045', '0090019100_26102022009045', '0090019100_26102022009045']
Stack 7 with items: ['0090019100_26102022009045', '0090019100_26102022009045', '0090019100_26102022009045']
Stack 8 with items: ['0090019100_26102022009045', '0090019100_26102022009045', '0090019100_26102022009045']
Stack 9 with items: ['0090019100_26102022009045', '0090019100_26102022009045', '0090019100_26102022009045']
Stack 10 with items: ['0090019100_26102022009045', '0090019100_26102022008562', '0090019100_26102022009045']
Stack 11 with items: ['0090019100_26102022008562', '0090019100_26102022007196', '0090019100_26102022008562']
Stack 12 with items: ['0090019100_26102022007196', '0090019100_26102022007196', '0090019100_26102022007196']
Stack 13 with items: ['0090019100_26102022007196', '0090019100_26102022007196', '0090019100_26102022007196']
Heuristic packed all stacks
