dataset: X
instance: RM3
+-----------+
2D Packing Heuristic in Truck P206398201
Min2DVol: 17.999999999999996 [m2]
Stack 0 with items: ['0090038200_08062023028351', '0090038200_08062023028351', '0090038200_08062023028351']
Stack 1 with items: ['0090038200_08062023028351', '0090038200_08062023027702', '0090038200_08062023028351']
Stack 2 with items: ['0090038200_08062023027702', '0090038200_08062023027702', '0090038200_08062023027702']
Stack 3 with items: ['0090038200_08062023027702', '0090038200_08062023022942']
Stack 4 with items: ['0090038200_08062023022942', '0090038200_08062023022942']
Stack 5 with items: ['0090038200_08062023022942', '0090038200_08062023022942']
Stack 6 with items: ['0090038200_08062023022942', '0090038200_08062023022942']
Stack 7 with items: ['0090038200_08062023022942', '0090038200_08062023022942']
Stack 8 with items: ['0090038200_08062023022942', '0090038200_08062023001437']
Stack 9 with items: ['0090038200_08062023001437', '0090038200_08062023001437']
Stack 10 with items: ['0090038200_08062023001437', '0090038200_08062023001437']
Stack 11 with items: ['0090038200_08062023001437', '0090038200_08062023001437']
Stack 12 with items: ['0090038200_08062023001437', '0090038200_08062023001437']
Stack 13 with items: ['0090038200_08062023001437', '0090038200_08062023001437']
Stack 14 with items: ['0090038200_08062023001437', '0090038200_08062023001437']
Heuristic packed all stacks
