dataset: C
instance: BY3
+-----------+
2D Packing Heuristic in Truck P088067501
Min2DVol: 31.47090000000001 [m2]
Stack 0 with items: ['0090016900_28022023010646', '0090016900_28022023010646', '0090016900_28022023010646']
Stack 1 with items: ['0090016900_28022023010646', '0090016900_28022023000565', '0090016900_28022023000565']
Stack 2 with items: ['0090016900_28022023010646', '0090016900_28022023010646', '0090016900_28022023010646']
Stack 3 with items: ['0090016900_28022023010646', '0090016900_28022023010646', '0090016900_28022023010646']
Stack 4 with items: ['0090016900_28022023000565', '0090016900_28022023000565', '0090016900_28022023000565']
Stack 5 with items: ['0090016900_28022023010646', '0090016900_28022023000565', '0090016900_28022023000565']
Stack 6 with items: ['0090016900_28022023024643', '0090016900_28022023024643', '0090016900_28022023029472']
Stack 7 with items: ['0090016900_28022023010646', '0090016900_28022023010646', '0090016900_28022023025389']
Stack 8 with items: ['0090016900_28022023000565', '0090016900_28022023000565', '0090016900_28022023000565']
Stack 9 with items: ['0090016900_28022023000565', '0090016900_28022023000565', '0090016900_28022023000565']
Stack 10 with items: ['0090016900_28022023020566', '0090016900_28022023020566']
Stack 11 with items: ['0090016900_28022023033409', '0090016900_28022023033409']
Stack 12 with items: ['0090016900_28022023033409', '0090016900_28022023033409']
Stack 13 with items: ['0090016900_28022023033409', '0090016900_28022023033409']
Stack 14 with items: ['0090016900_28022023029113', '0090016900_28022023029113']
Stack 15 with items: ['0090016900_28022023029113', '0090016900_28022023029113']
Stack 16 with items: ['0090016900_28022023029113', '0090016900_28022023023276']
Stack 17 with items: ['0090016900_28022023023276', '0090016900_28022023023276']
Stack 18 with items: ['0090016900_28022023012492', '0090016900_28022023012492']
Stack 19 with items: ['0090016900_28022023012492', '0090016900_28022023009700']
Stack 20 with items: ['0090016900_28022023001380', '0090016900_28022023001380']
Stack 21 with items: ['0090016900_28022023001380', '0090016900_28022023001380']
Stack 22 with items: ['0090016900_28022023001380', '0090016900_28022023001380']
Stack 23 with items: ['0090016900_28022023001380', '0090016900_28022023001380']
Stack 24 with items: ['0090016900_28022023001380', '0090016900_28022023000865']
Stack 25 with items: ['0090016900_28022023000865', '0090016900_28022023000865']
Heuristic packed all stacks
