dataset: X
instance: CI3
+-----------+
2D Packing Heuristic in Truck P195401803
Min2DVol: 28.89029999999999 [m2]
Stack 0 with items: ['0090016800_08062023029165', '0090016800_08062023029165']
Stack 1 with items: ['0090016800_08062023021550', '0090016800_08062023021550']
Stack 2 with items: ['0090016800_08062023021550', '0090016800_08062023002752']
Stack 3 with items: ['0090016800_08062023002752', '0090016800_08062023002752']
Stack 4 with items: ['0090016800_08062023002752']
Stack 5 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 6 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 7 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 8 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 9 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 10 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 11 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 12 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 13 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 14 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 15 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 16 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 17 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 18 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 19 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 20 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 21 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 22 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Stack 23 with items: ['0090016800_08062023038845', '0090016800_08062023038845', '0090016800_08062023038845']
Heuristic packed all stacks
