dataset: C
instance: TA2
+-----------+
2D Packing Heuristic in Truck P101360207
Min2DVol: 23.86230000000001 [m2]
Stack 0 with items: ['0090038300_28022023022319', '0090038300_28022023022319']
Stack 1 with items: ['0090038300_28022023022319', '0090038300_28022023014367']
Stack 2 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 3 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 4 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 5 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 6 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 7 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 8 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 9 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 10 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 11 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 12 with items: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 13 with items: ['0090038300_28022023014367', '0090038300_28022023030958']
Stack 14 with items: ['0090038300_28022023030958', '0090038300_28022023030958']
Stack 15 with items: ['0090038300_28022023030958', '0090038300_28022023029938']
Stack 16 with items: ['0090038300_28022023029528', '0090038300_28022023029528']
Stack 17 with items: ['0090038300_28022023029528', '0090038300_28022023029528']
Stack 18 with items: ['0090038300_28022023023106', '0090038300_28022023023106']
Stack 19 with items: ['0090038300_28022023023106', '0090038300_28022023023106']
Stack 20 with items: ['0090038300_28022023018709', '0090038300_28022023018709']
Stack 21 with items: ['0090038300_28022023017306', '0090038300_28022023016089']
Stack 22 with items: ['0090038300_28022023016089', '0090038300_28022023013217']
Stack 23 with items: ['0090038300_28022023010952', '0090038300_28022023010195']
Stack 24 with items: ['0090038300_28022023006478', '0090038300_28022023006478']
Stack 25 with items: ['0090038300_28022023006302', '0090038300_28022023006302']
Stack 26 with items: ['0090038300_28022023006302', '0090038300_28022023005213']
Stack 27 with items: ['0090038300_28022023005213', '0090038300_28022023004804']
Stack 28 with items: ['0090038300_28022023004804', '0090038300_28022023004804']
Stack 29 with items: ['0090038300_28022023004804', '0090038300_28022023004300']
Stack 30 with items: ['0090038300_28022023004300', '0090038300_28022023001598']
Stack 31 with items: ['0090038300_28022023001598', '0090038300_28022023001598']
Stack 32 with items: ['0090038300_28022023000819']
Stack 33 with items: ['0090038300_28022023003756', '0090038300_28022023003756']
Stack 34 with items: ['0090038300_28022023028483', '0090038300_28022023028483']
Stack 35 with items: ['0090038300_28022023003756', '0090038300_28022023003756']
Stack 36 with items: ['0090038300_28022023003756', '0090038300_28022023003756']
Stack 37 with items: ['0090038300_28022023009644']
Stacks not packed:
Stack 10 missing: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 11 missing: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 12 missing: ['0090038300_28022023014367', '0090038300_28022023014367']
Stack 20 missing: ['0090038300_28022023018709', '0090038300_28022023018709']
Stack 21 missing: ['0090038300_28022023017306', '0090038300_28022023016089']
Stack 27 missing: ['0090038300_28022023005213', '0090038300_28022023004804']
Stack 28 missing: ['0090038300_28022023004804', '0090038300_28022023004804']
Stack 29 missing: ['0090038300_28022023004804', '0090038300_28022023004300']
Stack 30 missing: ['0090038300_28022023004300', '0090038300_28022023001598']
Stack 33 missing: ['0090038300_28022023003756', '0090038300_28022023003756']
Stack 34 missing: ['0090038300_28022023028483', '0090038300_28022023028483']
Stack 35 missing: ['0090038300_28022023003756', '0090038300_28022023003756']
Stack 36 missing: ['0090038300_28022023003756', '0090038300_28022023003756']
