dataset: B
instance: TA
+-----------+
2D Packing Heuristic in Truck P341360201
Min2DVol: 30.648359999999993 [m2]
Stack 0 with items: ['0090038300_26102022000419']
Stack 1 with items: ['0090038300_26102022002828']
Stack 2 with items: ['0090038300_26102022012293', '0090038300_26102022012293']
Stack 3 with items: ['0090038300_26102022012293', '0090038300_26102022012293']
Stack 4 with items: ['0090038300_26102022012293', '0090038300_26102022012293']
Stack 5 with items: ['0090038300_26102022011138', '0090038300_26102022011138']
Stack 6 with items: ['0090038300_26102022011027', '0090038300_26102022009690']
Stack 7 with items: ['0090038300_26102022009690', '0090038300_26102022009690']
Stack 8 with items: ['0090038300_26102022009690', '0090038300_26102022009690']
Stack 9 with items: ['0090038300_26102022009690', '0090038300_26102022009690']
Stack 10 with items: ['0090038300_26102022009690', '0090038300_26102022009690']
Stack 11 with items: ['0090038300_26102022008818', '0090038300_26102022008818']
Stack 12 with items: ['0090038300_26102022007573', '0090038300_26102022007573']
Stack 13 with items: ['0090038300_26102022007573', '0090038300_26102022007045']
Stack 14 with items: ['0090038300_26102022007045', '0090038300_26102022007045']
Stack 15 with items: ['0090038300_26102022007045', '0090038300_26102022007045']
Stack 16 with items: ['0090038300_26102022007045', '0090038300_26102022007045']
Stack 17 with items: ['0090038300_26102022007045', '0090038300_26102022007045']
Stack 18 with items: ['0090038300_26102022006509', '0090038300_26102022005468']
Stack 19 with items: ['0090038300_26102022005468', '0090038300_26102022005468']
Stack 20 with items: ['0090038300_26102022005468', '0090038300_26102022001141']
Stack 21 with items: ['0090038300_26102022001141', '0090038300_26102022000673']
Stack 22 with items: ['0090038300_26102022000673', '0090038300_26102022000673']
Stack 23 with items: ['0090038300_26102022000609', '0090038300_26102022000435']
Stack 24 with items: ['0090038300_26102022004611', '0090038300_26102022010496']
Stack 25 with items: ['0090038300_26102022010305']
Heuristic packed all stacks
