dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P110052401
Min2DVol: 30.720000000000002 [m2]
Stack 0 with items: ['0090017100_28022023011466', '0090017100_28022023001595', '0090017100_28022023001595']
Stack 1 with items: ['0090017100_28022023001595', '0090017100_28022023001595', '0090017100_28022023025519']
Stack 2 with items: ['0090017100_28022023018844', '0090017100_28022023018844', '0090017100_28022023018844']
Stack 3 with items: ['0090017100_28022023025519', '0090017100_28022023025519', '0090017100_28022023025519']
Stack 4 with items: ['0090017100_28022023026530', '0090017100_28022023026530']
Stack 5 with items: ['0090017100_28022023026530', '0090017100_28022023026530']
Stack 6 with items: ['0090017100_28022023026530', '0090017100_28022023026530']
Stack 7 with items: ['0090017100_28022023026530', '0090017100_28022023026530']
Stack 8 with items: ['0090017100_28022023026530', '0090017100_28022023026530']
Stack 9 with items: ['0090017100_28022023026530', '0090017100_28022023026530']
Stack 10 with items: ['0090017100_28022023026530', '0090017100_28022023026530']
Stack 11 with items: ['0090017100_28022023018552', '0090017100_28022023018552']
Stack 12 with items: ['0090017100_28022023018552', '0090017100_28022023018552']
Stack 13 with items: ['0090017100_28022023013676', '0090017100_28022023012570']
Stack 14 with items: ['0090017100_28022023012570', '0090017100_28022023012570']
Stack 15 with items: ['0090017100_28022023012570', '0090017100_28022023012570']
Heuristic packed all stacks
