dataset: X
instance: CC6
+-----------+
2D Packing Heuristic in Truck P194316001
Min2DVol: 31.458059999999996 [m2]
Stack 0 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 1 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 2 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 3 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 4 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 5 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 6 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 7 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 8 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 9 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 10 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 11 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 12 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 13 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 14 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 15 with items: ['0090016500_14062023001575', '0090016500_14062023001575', '0090016500_14062023001575']
Stack 16 with items: ['0090016500_14062023001056', '0090016500_14062023001056', '0090016500_14062023001056']
Stack 17 with items: ['0090016500_14062023001056', '0090016500_14062023001056', '0090016500_14062023001056']
Stack 18 with items: ['0090016500_14062023001056', '0090016500_14062023001056', '0090016500_14062023001056']
Stack 19 with items: ['0090016500_14062023000150', '0090016500_14062023000150', '0090016500_14062023000150']
Stack 20 with items: ['0090016500_14062023000150', '0090016500_14062023000150', '0090016500_14062023000150']
Stack 21 with items: ['0090016500_14062023000150', '0090016500_14062023000150', '0090016500_14062023000150']
Stack 22 with items: ['0090016500_14062023001415', '0090016500_14062023001415', '0090016500_14062023001415']
Stack 23 with items: ['0090016500_14062023000712', '0090016500_14062023000712', '0090016500_14062023000712']
Stack 24 with items: ['0090016500_14062023000953']
Heuristic packed all stacks
