dataset: C
instance: PA3
+-----------+
2D Packing Heuristic in Truck P118501507
Min2DVol: 29.440000000000012 [m2]
Stack 0 with items: ['0091017200_28022023031400', '0091017200_28022023018426', '0091017200_28022023018426']
Stack 1 with items: ['0091017200_28022023035792', '0091017200_28022023034520', '0091017200_28022023003210']
Stack 2 with items: ['0091017200_28022023036331', '0091017200_28022023022916', '0091017200_28022023022916']
Stack 3 with items: ['0091017200_28022023022874', '0091017200_28022023022874', '0091017200_28022023022874']
Stack 4 with items: ['0091017200_28022023022874', '0091017200_28022023022874', '0091017200_28022023022874']
Stack 5 with items: ['0091017200_28022023022874', '0091017200_28022023022874', '0091017200_28022023022874']
Stack 6 with items: ['0091017200_28022023013340', '0091017200_28022023013340', '0091017200_28022023013340']
Stack 7 with items: ['0091017200_28022023013340', '0091017200_28022023013340', '0091017200_28022023013340']
Stack 8 with items: ['0091017200_28022023013340', '0091017200_28022023013340', '0091017200_28022023013340']
Stack 9 with items: ['0091017200_28022023013340', '0091017200_28022023013340', '0091017200_28022023013340']
Stack 10 with items: ['0091017200_28022023013340', '0091017200_28022023012610', '0091017200_28022023012610']
Stack 11 with items: ['0091017200_28022023012610', '0091017200_28022023012610', '0091017200_28022023012610']
Stack 12 with items: ['0091017200_28022023008189', '0091017200_28022023008189', '0091017200_28022023008189']
Stack 13 with items: ['0091017200_28022023008189', '0091017200_28022023008189', '0091017200_28022023008189']
Heuristic packed all stacks
