dataset: A
instance: VA
+-----------+
2D Packing Heuristic in Truck P201570201
Min2DVol: 26.39999999999999 [m2]
Stack 0 with items: ['0091017300_03072022001624', '0091017300_03072022001624', '0091017300_03072022001624']
Stack 1 with items: ['0091017300_03072022009106', '0091017300_03072022009106', '0091017300_03072022009106']
Stack 2 with items: ['0091017300_03072022001624', '0091017300_03072022001624', '0091017300_03072022001624']
Stack 3 with items: ['0091017300_03072022001624', '0091017300_03072022001624', '0091017300_03072022009106']
Stack 4 with items: ['0091017300_03072022014955', '0091017300_03072022009106', '0091017300_03072022014955']
Stack 5 with items: ['0091017300_03072022014955', '0091017300_03072022009106', '0091017300_03072022014955']
Stack 6 with items: ['0091017300_03072022014955', '0091017300_03072022008203', '0091017300_03072022008203']
Stack 7 with items: ['0091017300_03072022009106', '0091017300_03072022009106', '0091017300_03072022009106']
Stack 8 with items: ['0091017300_03072022008203', '0091017300_03072022008203', '0091017300_03072022008203']
Stack 9 with items: ['0091017300_03072022008203', '0091017300_03072022008203', '0091017300_03072022008203']
Stack 10 with items: ['0091017300_03072022014955', '0091017300_03072022008203', '0091017300_03072022014955']
Stack 11 with items: ['0091017300_03072022014446', '0091017300_03072022014369', '0091017300_03072022014369']
Stack 12 with items: ['0091017300_03072022013637', '0091017300_03072022013637', '0091017300_03072022013637']
Stack 13 with items: ['0091017300_03072022013637', '0091017300_03072022013279', '0091017300_03072022013637']
Stack 14 with items: ['0091017300_03072022013279', '0091017300_03072022013279', '0091017300_03072022013279']
Stack 15 with items: ['0091017300_03072022013279', '0091017300_03072022012413', '0091017300_03072022012413']
Stack 16 with items: ['0091017300_03072022012413', '0091017300_03072022011687', '0091017300_03072022012413']
Stack 17 with items: ['0091017300_03072022011687', '0091017300_03072022010909', '0091017300_03072022010909']
Stack 18 with items: ['0091017300_03072022010909', '0091017300_03072022010909', '0091017300_03072022010909']
Stack 19 with items: ['0091017300_03072022010909', '0091017300_03072022002230', '0091017300_03072022010909']
Stack 20 with items: ['0091017300_03072022002230', '0091017300_03072022002230', '0091017300_03072022002230']
Stack 21 with items: ['0091017300_03072022002230']
Heuristic packed all stacks
