dataset: C
instance: PA2
+-----------+
2D Packing Heuristic in Truck P122590503
Min2DVol: 34.359408 [m2]
Stack 0 with items: ['0091017200_28022023035329', '0091017200_28022023033437', '0091017200_28022023033437']
Stack 1 with items: ['0091017200_28022023033437', '0091017200_28022023033437', '0091017200_28022023033437']
Stack 2 with items: ['0091017200_28022023033437', '0091017200_28022023033437', '0091017200_28022023033437']
Stack 3 with items: ['0091017200_28022023033437', '0091017200_28022023026653', '0091017200_28022023026653']
Stack 4 with items: ['0091017200_28022023026653', '0091017200_28022023026653', '0091017200_28022023026653']
Stack 5 with items: ['0091017200_28022023026653', '0091017200_28022023017198', '0091017200_28022023017159']
Stack 6 with items: ['0091017200_28022023017159', '0091017200_28022023017159', '0091017200_28022023017159']
Stack 7 with items: ['0091017200_28022023017159', '0091017200_28022023016761', '0091017200_28022023017159']
Stack 8 with items: ['0091017200_28022023016761', '0091017200_28022023016761', '0091017200_28022023016761']
Stack 9 with items: ['0091017200_28022023016761', '0091017200_28022023016761', '0091017200_28022023016761']
Stack 10 with items: ['0091017200_28022023016761', '0091017200_28022023016761', '0091017200_28022023016761']
Stack 11 with items: ['0091017200_28022023016761', '0091017200_28022023016761', '0091017200_28022023016761']
Stack 12 with items: ['0091017200_28022023016761', '0091017200_28022023006766', '0091017200_28022023005614']
Stack 13 with items: ['0091017200_28022023005614', '0091017200_28022023005614', '0091017200_28022023005614']
Stack 14 with items: ['0091017200_28022023004239', '0091017200_28022023003955', '0091017200_28022023002018']
Stack 15 with items: ['0091017200_28022023002018', '0091017200_28022023002018', '0091017200_28022023002018']
Stack 16 with items: ['0091017200_28022023035837', '0091017200_28022023022613', '0091017200_28022023035837']
Stack 17 with items: ['0091017200_28022023035837', '0091017200_28022023018316', '0091017200_28022023035837']
Stack 18 with items: ['0091017200_28022023035837', '0091017200_28022023029332', '0091017200_28022023035837']
Stack 19 with items: ['0091017200_28022023022613', '0091017200_28022023022613', '0091017200_28022023022613']
Stack 20 with items: ['0091017200_28022023017905', '0091017200_28022023007138', '0091017200_28022023027679']
Stack 21 with items: ['0091017200_28022023007138']
Stack 22 with items: ['0091017200_28022023012292', '0091017200_28022023012292', '0091017200_28022023012292']
Stack 23 with items: ['0091017200_28022023034911', '0091017200_28022023034911', '0091017200_28022023034911']
Stack 24 with items: ['0091017200_28022023034911', '0091017200_28022023034911', '0091017200_28022023034911']
Stack 25 with items: ['0091017200_28022023022860', '0091017200_28022023032549', '0091017200_28022023032549']
Stacks not packed:
Stack 17 missing: ['0091017200_28022023035837', '0091017200_28022023018316', '0091017200_28022023035837']
Stack 18 missing: ['0091017200_28022023035837', '0091017200_28022023029332', '0091017200_28022023035837']
