dataset: C
instance: MT3
+-----------+
2D Packing Heuristic in Truck P101636101
Min2DVol: 32.72508 [m2]
Stack 0 with items: ['0091017700_28022023001111', '0091017700_28022023002504']
Stack 1 with items: ['0091017700_28022023001156', '0091017700_28022023001111']
Stack 2 with items: ['0091017700_28022023000021', '0091017700_28022023001076']
Stack 3 with items: ['0091017700_28022023000021', '0091017700_28022023003243']
Stack 4 with items: ['0091017700_28022023006251', '0091017700_28022023006251']
Stack 5 with items: ['0091017700_28022023006251', '0091017700_28022023005660']
Stack 6 with items: ['0091017700_28022023005660', '0091017700_28022023005660']
Stack 7 with items: ['0091017700_28022023005660', '0091017700_28022023005660']
Stack 8 with items: ['0091017700_28022023005660', '0091017700_28022023005660']
Stack 9 with items: ['0091017700_28022023005660', '0091017700_28022023004407']
Stack 10 with items: ['0091017700_28022023004407', '0091017700_28022023004407']
Stack 11 with items: ['0091017700_28022023004407', '0091017700_28022023003581']
Stack 12 with items: ['0091017700_28022023003581', '0091017700_28022023003581']
Stack 13 with items: ['0091017700_28022023003581', '0091017700_28022023003581']
Stack 14 with items: ['0091017700_28022023002631', '0091017700_28022023002319']
Stack 15 with items: ['0091017700_28022023000111', '0091017700_28022023000111']
Stack 16 with items: ['0091017700_28022023000111', '0091017700_28022023000111']
Stack 17 with items: ['0091017700_28022023005377', '0091017700_28022023000861']
Stack 18 with items: ['0091017700_28022023005100', '0091017700_28022023005100']
Stack 19 with items: ['0091017700_28022023005100', '0091017700_28022023005100']
Stack 20 with items: ['0091017700_28022023005100', '0091017700_28022023005100']
Stack 21 with items: ['0091017700_28022023005100', '0091017700_28022023005100']
Stack 22 with items: ['0091017700_28022023004314', '0091017700_28022023003925']
Stack 23 with items: ['0091017700_28022023005100', '0091017700_28022023005100']
Stack 24 with items: ['0091017700_28022023005100', '0091017700_28022023005100']
Stack 25 with items: ['0091017700_28022023005100', '0091017700_28022023005100']
Stack 26 with items: ['0091017700_28022023003925', '0091017700_28022023003925']
Stacks not packed:
Stack 0 missing: ['0091017700_28022023001111', '0091017700_28022023002504']
