dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P089420101
Min2DVol: 31.69805999999999 [m2]
Stack 0 with items: ['0090017000_27022023002561', '0090017000_27022023002561', '0090017000_27022023002561']
Stack 1 with items: ['0090017000_27022023030870', '0090017000_27022023027793', '0090017000_27022023030870']
Stack 2 with items: ['0090017000_27022023002561', '0090017000_27022023027793', '0090017000_27022023027793']
Stack 3 with items: ['0090017000_27022023030870', '0090017000_27022023030870', '0090017000_27022023030870']
Stack 4 with items: ['0090017000_27022023028287', '0090017000_27022023028287', '0090017000_27022023028287']
Stack 5 with items: ['0090017000_27022023028287', '0090017000_27022023028287', '0090017000_27022023028287']
Stack 6 with items: ['0090017000_27022023028287', '0090017000_27022023028287', '0090017000_27022023028287']
Stack 7 with items: ['0090017000_27022023026059', '0090017000_27022023026059', '0090017000_27022023026059']
Stack 8 with items: ['0090017000_27022023026059', '0090017000_27022023026059', '0090017000_27022023026059']
Stack 9 with items: ['0090017000_27022023026059', '0090017000_27022023026059', '0090017000_27022023026059']
Stack 10 with items: ['0090017000_27022023026059', '0090017000_27022023026059', '0090017000_27022023026059']
Stack 11 with items: ['0090017000_27022023026059', '0090017000_27022023026059', '0090017000_27022023026059']
Stack 12 with items: ['0090017000_27022023026059', '0090017000_27022023026059', '0090017000_27022023026059']
Stack 13 with items: ['0090017000_27022023026059', '0090017000_27022023026059', '0090017000_27022023026059']
Stack 14 with items: ['0090017000_27022023024094', '0090017000_27022023024094', '0090017000_27022023024094']
Stack 15 with items: ['0090017000_27022023024094', '0090017000_27022023024094', '0090017000_27022023024094']
Stack 16 with items: ['0090017000_27022023024094', '0090017000_27022023024094', '0090017000_27022023024094']
Stack 17 with items: ['0090017000_27022023024094', '0090017000_27022023024094', '0090017000_27022023024094']
Stack 18 with items: ['0090017000_27022023024094', '0090017000_27022023024094', '0090017000_27022023024094']
Stack 19 with items: ['0090017000_27022023024094', '0090017000_27022023024094', '0090017000_27022023024094']
Stack 20 with items: ['0090017000_27022023024094', '0090017000_27022023024094', '0090017000_27022023024094']
Stack 21 with items: ['0090017000_27022023003808', '0090017000_27022023003808', '0090017000_27022023003808']
Stack 22 with items: ['0090017000_27022023003808', '0090017000_27022023003808', '0090017000_27022023003808']
Stack 23 with items: ['0090017000_27022023009501', '0090017000_27022023022849', '0090017000_27022023031083']
Heuristic packed all stacks
