dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P075052411
Min2DVol: 29.520000000000003 [m2]
Stack 0 with items: ['0090017100_27022023034225', '0090017100_27022023034225', '0090017100_27022023034225']
Stack 1 with items: ['0090017100_27022023022689', '0090017100_27022023020759', '0090017100_27022023017549']
Stack 2 with items: ['0090017100_27022023014879', '0090017100_27022023007154']
Stack 3 with items: ['0090017100_27022023035633', '0090017100_27022023035633']
Stack 4 with items: ['0090017100_27022023011752', '0090017100_27022023035633']
Stack 5 with items: ['0090017100_27022023035633', '0090017100_27022023035633']
Stack 6 with items: ['0090017100_27022023035633', '0090017100_27022023011752']
Stack 7 with items: ['0090017100_27022023011752', '0090017100_27022023011752']
Stack 8 with items: ['0090017100_27022023035633', '0090017100_27022023011752']
Stack 9 with items: ['0090017100_27022023035633', '0090017100_27022023011752']
Stack 10 with items: ['0090017100_27022023035633', '0090017100_27022023035633']
Stack 11 with items: ['0090017100_27022023011752', '0090017100_27022023011752']
Stack 12 with items: ['0090017100_27022023035633', '0090017100_27022023035633']
Stack 13 with items: ['0090017100_27022023035633', '0090017100_27022023035633']
Stack 14 with items: ['0090017100_27022023035633', '0090017100_27022023035633']
Heuristic packed all stacks
