dataset: X
instance: AS
+-----------+
2D Packing Heuristic in Truck P171721901
Min2DVol: 37.20000000000001 [m2]
Stack 0 with items: ['0090018000_08062023010929', '0090018000_08062023010929', '0090018000_08062023010929']
Stack 1 with items: ['0090018000_08062023010929', '0090018000_08062023010207', '0090018000_08062023010207']
Stack 2 with items: ['0090018000_08062023010207', '0090018000_08062023008955', '0090018000_08062023010207']
Stack 3 with items: ['0090018000_08062023008955', '0090018000_08062023008955', '0090018000_08062023008955']
Stack 4 with items: ['0090018000_08062023008955', '0090018000_08062023008664', '0090018000_08062023008955']
Stack 5 with items: ['0090018000_08062023008664', '0090018000_08062023008664', '0090018000_08062023008664']
Stack 6 with items: ['0090018000_08062023005850', '0090018000_08062023005850', '0090018000_08062023005850']
Stack 7 with items: ['0090018000_08062023005850', '0090018000_08062023005850', '0090018000_08062023005850']
Stack 8 with items: ['0090018000_08062023001185', '0090018000_08062023001185', '0090018000_08062023001185']
Stack 9 with items: ['0090018000_08062023001185', '0090018000_08062023001185', '0090018000_08062023001185']
Stack 10 with items: ['0090018000_08062023001185', '0090018000_08062023001185', '0090018000_08062023001185']
Stack 11 with items: ['0090018000_08062023001185', '0090018000_08062023000984', '0090018000_08062023001185']
Stack 12 with items: ['0090018000_08062023000984', '0090018000_08062023000984', '0090018000_08062023000984']
Stack 13 with items: ['0090018000_08062023009395', '0090018000_08062023005394', '0090018000_08062023005394']
Stack 14 with items: ['0090018000_08062023009395', '0090018000_08062023009395', '0090018000_08062023009395']
Stack 15 with items: ['0090018000_08062023009395', '0090018000_08062023006946', '0090018000_08062023009395']
Stack 16 with items: ['0090018000_08062023009395', '0090018000_08062023009395', '0090018000_08062023009395']
Stack 17 with items: ['0090018000_08062023009534', '0090018000_08062023009395', '0090018000_08062023007778']
Stack 18 with items: ['0090018000_08062023009534', '0090018000_08062023005394', '0090018000_08062023009534']
Stack 19 with items: ['0090018000_08062023006946', '0090018000_08062023007778', '0090018000_08062023007778']
Stack 20 with items: ['0090018000_08062023006946', '0090018000_08062023006946', '0090018000_08062023006946']
Stack 21 with items: ['0090018000_08062023006946', '0090018000_08062023007778', '0090018000_08062023007778']
Stack 22 with items: ['0090018000_08062023006946', '0090018000_08062023006946', '0090018000_08062023006946']
Stack 23 with items: ['0090018000_08062023009395', '0090018000_08062023009395', '0090018000_08062023009534']
Stack 24 with items: ['0090018000_08062023012059']
Stacks not packed:
Stack 7 missing: ['0090018000_08062023005850', '0090018000_08062023005850', '0090018000_08062023005850']
Stack 12 missing: ['0090018000_08062023000984', '0090018000_08062023000984', '0090018000_08062023000984']
