dataset: X
instance: TA
+-----------+
2D Packing Heuristic in Truck P205382401
Min2DVol: 26.76000000000002 [m2]
Stack 0 with items: ['0090038300_08062023012363', '0090038300_08062023012363', '0090038300_08062023012363']
Stack 1 with items: ['0090038300_08062023012363', '0090038300_08062023012363', '0090038300_08062023012363']
Stack 2 with items: ['0090038300_08062023011991', '0090038300_08062023011937', '0090038300_08062023011891']
Stack 3 with items: ['0090038300_08062023011891', '0090038300_08062023011891', '0090038300_08062023011891']
Stack 4 with items: ['0090038300_08062023011891', '0090038300_08062023011891', '0090038300_08062023011891']
Stack 5 with items: ['0090038300_08062023011891', '0090038300_08062023011611', '0090038300_08062023011891']
Stack 6 with items: ['0090038300_08062023011611', '0090038300_08062023011585', '0090038300_08062023011585']
Stack 7 with items: ['0090038300_08062023011585', '0090038300_08062023011577', '0090038300_08062023011585']
Stack 8 with items: ['0090038300_08062023011577', '0090038300_08062023011577', '0090038300_08062023011577']
Stack 9 with items: ['0090038300_08062023011577', '0090038300_08062023011577', '0090038300_08062023011577']
Stack 10 with items: ['0090038300_08062023011247', '0090038300_08062023011247', '0090038300_08062023011247']
Stack 11 with items: ['0090038300_08062023011247', '0090038300_08062023011152', '0090038300_08062023011247']
Stack 12 with items: ['0090038300_08062023010027', '0090038300_08062023010027', '0090038300_08062023010027']
Stack 13 with items: ['0090038300_08062023010027', '0090038300_08062023010027', '0090038300_08062023010027']
Stack 14 with items: ['0090038300_08062023010027', '0090038300_08062023010007', '0090038300_08062023009924']
Stack 15 with items: ['0090038300_08062023009924', '0090038300_08062023009924', '0090038300_08062023009924']
Stack 16 with items: ['0090038300_08062023009924', '0090038300_08062023008740', '0090038300_08062023009924']
Stack 17 with items: ['0090038300_08062023008738', '0090038300_08062023008738', '0090038300_08062023008738']
Stack 18 with items: ['0090038300_08062023008482', '0090038300_08062023008402', '0090038300_08062023008402']
Stack 19 with items: ['0090038300_08062023008402', '0090038300_08062023008402', '0090038300_08062023008402']
Stack 20 with items: ['0090038300_08062023008402', '0090038300_08062023008402', '0090038300_08062023008402']
Stack 21 with items: ['0090038300_08062023008149', '0090038300_08062023008149', '0090038300_08062023008149']
Stack 22 with items: ['0090038300_08062023008149', '0090038300_08062023007729', '0090038300_08062023008149']
Stack 23 with items: ['0090038300_08062023007645', '0090038300_08062023007645', '0090038300_08062023007645']
Stack 24 with items: ['0090038300_08062023007645', '0090038300_08062023007645', '0090038300_08062023007645']
Stack 25 with items: ['0090038300_08062023007568', '0090038300_08062023007504', '0090038300_08062023006848']
Stack 26 with items: ['0090038300_08062023006695', '0090038300_08062023006416', '0090038300_08062023006416']
Stack 27 with items: ['0090038300_08062023006416', '0090038300_08062023006416', '0090038300_08062023006416']
Stack 28 with items: ['0090038300_08062023006416', '0090038300_08062023006416', '0090038300_08062023006416']
Stack 29 with items: ['0090038300_08062023006350', '0090038300_08062023005874', '0090038300_08062023005473']
Stack 30 with items: ['0090038300_08062023005473', '0090038300_08062023005473', '0090038300_08062023005473']
Stack 31 with items: ['0090038300_08062023005294', '0090038300_08062023004991', '0090038300_08062023004589']
Stack 32 with items: ['0090038300_08062023004554', '0090038300_08062023004554', '0090038300_08062023004554']
Stack 33 with items: ['0090038300_08062023004554', '0090038300_08062023004554', '0090038300_08062023004554']
Stack 34 with items: ['0090038300_08062023003505', '0090038300_08062023003397', '0090038300_08062023003198']
Stack 35 with items: ['0090038300_08062023003023', '0090038300_08062023003023', '0090038300_08062023003023']
Stack 36 with items: ['0090038300_08062023002823', '0090038300_08062023002443', '0090038300_08062023002823']
Stack 37 with items: ['0090038300_08062023002365', '0090038300_08062023002294', '0090038300_08062023002145']
Stack 38 with items: ['0090038300_08062023002120', '0090038300_08062023002120', '0090038300_08062023002120']
Stack 39 with items: ['0090038300_08062023002120', '0090038300_08062023001641', '0090038300_08062023002120']
Stack 40 with items: ['0090038300_08062023001035', '0090038300_08062023000668', '0090038300_08062023001035']
Stack 41 with items: ['0090038300_08062023000431', '0090038300_08062023000423', '0090038300_08062023000423']
Stack 42 with items: ['0090038300_08062023000423', '0090038300_08062023000309', '0090038300_08062023000072']
Stack 43 with items: ['0090038300_08062023012516', '0090038300_08062023008779', '0090038300_08062023008779', '0090038300_08062023012516']
Stacks not packed:
Stack 2 missing: ['0090038300_08062023011991', '0090038300_08062023011937', '0090038300_08062023011891']
Stack 15 missing: ['0090038300_08062023009924', '0090038300_08062023009924', '0090038300_08062023009924']
Stack 16 missing: ['0090038300_08062023009924', '0090038300_08062023008740', '0090038300_08062023009924']
Stack 23 missing: ['0090038300_08062023007645', '0090038300_08062023007645', '0090038300_08062023007645']
Stack 24 missing: ['0090038300_08062023007645', '0090038300_08062023007645', '0090038300_08062023007645']
Stack 25 missing: ['0090038300_08062023007568', '0090038300_08062023007504', '0090038300_08062023006848']
Stack 26 missing: ['0090038300_08062023006695', '0090038300_08062023006416', '0090038300_08062023006416']
Stack 29 missing: ['0090038300_08062023006350', '0090038300_08062023005874', '0090038300_08062023005473']
Stack 31 missing: ['0090038300_08062023005294', '0090038300_08062023004991', '0090038300_08062023004589']
Stack 34 missing: ['0090038300_08062023003505', '0090038300_08062023003397', '0090038300_08062023003198']
Stack 36 missing: ['0090038300_08062023002823', '0090038300_08062023002443', '0090038300_08062023002823']
Stack 37 missing: ['0090038300_08062023002365', '0090038300_08062023002294', '0090038300_08062023002145']
Stack 38 missing: ['0090038300_08062023002120', '0090038300_08062023002120', '0090038300_08062023002120']
Stack 39 missing: ['0090038300_08062023002120', '0090038300_08062023001641', '0090038300_08062023002120']
Stack 40 missing: ['0090038300_08062023001035', '0090038300_08062023000668', '0090038300_08062023001035']
Stack 41 missing: ['0090038300_08062023000431', '0090038300_08062023000423', '0090038300_08062023000423']
Stack 42 missing: ['0090038300_08062023000423', '0090038300_08062023000309', '0090038300_08062023000072']
Stack 43 missing: ['0090038300_08062023012516', '0090038300_08062023008779', '0090038300_08062023008779', '0090038300_08062023012516']
