dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P109041103
Min2DVol: 29.040000000000003 [m2]
Stack 0 with items: ['0090019100_27022023001171', '0090019100_27022023024680', '0090019100_27022023024680', '0090019100_27022023032820', '0090019100_27022023032820']
Stack 1 with items: ['0090019100_27022023032761', '0090019100_27022023024680', '0090019100_27022023032761', '0090019100_27022023032761', '0090019100_27022023032761']
Stack 2 with items: ['0090019100_27022023026263', '0090019100_27022023026263']
Stack 3 with items: ['0090019100_27022023026263', '0090019100_27022023026263']
Stack 4 with items: ['0090019100_27022023026263', '0090019100_27022023026263']
Stack 5 with items: ['0090019100_27022023026263', '0090019100_27022023026263']
Stack 6 with items: ['0090019100_27022023026263', '0090019100_27022023026263']
Stack 7 with items: ['0090019100_27022023026263', '0090019100_27022023026263']
Stack 8 with items: ['0090019100_27022023006294', '0090019100_27022023026263']
Stack 9 with items: ['0090019100_27022023006294', '0090019100_27022023006294']
Stack 10 with items: ['0090019100_27022023006294', '0090019100_27022023006294']
Stack 11 with items: ['0090019100_27022023006294', '0090019100_27022023006294']
Stack 12 with items: ['0090019100_27022023006294', '0090019100_27022023006294']
Stack 13 with items: ['0090019100_27022023006294', '0090019100_27022023006294']
Stack 14 with items: ['0090019100_27022023006294', '0090019100_27022023006294']
Heuristic packed all stacks
