dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P111581501
Min2DVol: 30.054179999999988 [m2]
Stack 0 with items: ['0091017300_28022023019445', '0091017300_28022023013569']
Stack 1 with items: ['0091017300_28022023000365', '0091017300_28022023001724']
Stack 2 with items: ['0091017300_28022023015150', '0091017300_28022023015150']
Stack 3 with items: ['0091017300_28022023021057', '0091017300_28022023021057', '0091017300_28022023021057']
Stack 4 with items: ['0091017300_28022023016557', '0091017300_28022023016557', '0091017300_28022023016557']
Stack 5 with items: ['0091017300_28022023016557', '0091017300_28022023012409', '0091017300_28022023012409']
Stack 6 with items: ['0091017300_28022023012409', '0091017300_28022023004056', '0091017300_28022023004056']
Stack 7 with items: ['0091017300_28022023004056', '0091017300_28022023004056', '0091017300_28022023004056']
Stack 8 with items: ['0091017300_28022023004056', '0091017300_28022023004056', '0091017300_28022023004056']
Stack 9 with items: ['0091017300_28022023004056', '0091017300_28022023000990', '0091017300_28022023000990']
Stack 10 with items: ['0091017300_28022023000990', '0091017300_28022023000990', '0091017300_28022023000990']
Stack 11 with items: ['0091017300_28022023000990', '0091017300_28022023000990', '0091017300_28022023000990']
Stack 12 with items: ['0091017300_28022023000990', '0091017300_28022023000990', '0091017300_28022023000990']
Stack 13 with items: ['0091017300_28022023000990', '0091017300_28022023000990', '0091017300_28022023000990']
Stack 14 with items: ['0091017300_28022023000799', '0091017300_28022023000799', '0091017300_28022023000799']
Stack 15 with items: ['0091017300_28022023000799', '0091017300_28022023000799', '0091017300_28022023000799']
Stack 16 with items: ['0091017300_28022023000799', '0091017300_28022023000799', '0091017300_28022023000799']
Stack 17 with items: ['0091017300_28022023010767', '0091017300_28022023010767', '0091017300_28022023010767']
Stack 18 with items: ['0091017300_28022023010767', '0091017300_28022023010767', '0091017300_28022023010767']
Stack 19 with items: ['0091017300_28022023010767', '0091017300_28022023010767', '0091017300_28022023010767']
Stack 20 with items: ['0091017300_28022023003602', '0091017300_28022023018004', '0091017300_28022023018004']
Stack 21 with items: ['0091017300_28022023003602', '0091017300_28022023004482', '0091017300_28022023004482']
Stack 22 with items: ['0091017300_28022023010767', '0091017300_28022023010767', '0091017300_28022023010767']
Stack 23 with items: ['0091017300_28022023018004', '0091017300_28022023010767', '0091017300_28022023018004']
Stack 24 with items: ['0091017300_28022023010767', '0091017300_28022023010767', '0091017300_28022023018004']
Stacks not packed:
Stack 21 missing: ['0091017300_28022023003602', '0091017300_28022023004482', '0091017300_28022023004482']
