dataset: A
instance: CI2
+-----------+
2D Packing Heuristic in Truck P208401703
Min2DVol: 31.254179999999987 [m2]
Stack 0 with items: ['0090016800_03072022001592', '0090016800_03072022006557']
Stack 1 with items: ['0090016800_03072022000175', '0090016800_03072022001592']
Stack 2 with items: ['0090016800_03072022005359', '0090016800_03072022005436', '0090016800_03072022008054', '0090016800_03072022008573']
Stack 3 with items: ['0090016800_03072022009854', '0090016800_03072022009854', '0090016800_03072022009854']
Stack 4 with items: ['0090016800_03072022009854', '0090016800_03072022009854', '0090016800_03072022009854']
Stack 5 with items: ['0090016800_03072022009854', '0090016800_03072022008479', '0090016800_03072022008479']
Stack 6 with items: ['0090016800_03072022008479', '0090016800_03072022008479', '0090016800_03072022008479']
Stack 7 with items: ['0090016800_03072022008479', '0090016800_03072022008082', '0090016800_03072022008082']
Stack 8 with items: ['0090016800_03072022008082', '0090016800_03072022007580', '0090016800_03072022007580']
Stack 9 with items: ['0090016800_03072022007580', '0090016800_03072022007060', '0090016800_03072022007580']
Stack 10 with items: ['0090016800_03072022007060', '0090016800_03072022007060', '0090016800_03072022007060']
Stack 11 with items: ['0090016800_03072022007060', '0090016800_03072022007060', '0090016800_03072022007060']
Stack 12 with items: ['0090016800_03072022007060', '0090016800_03072022007060', '0090016800_03072022007060']
Stack 13 with items: ['0090016800_03072022007060', '0090016800_03072022006084', '0090016800_03072022007060']
Stack 14 with items: ['0090016800_03072022005484', '0090016800_03072022004236', '0090016800_03072022004236']
Stack 15 with items: ['0090016800_03072022004150', '0090016800_03072022004150', '0090016800_03072022004150']
Stack 16 with items: ['0090016800_03072022004150', '0090016800_03072022004150', '0090016800_03072022004150']
Stack 17 with items: ['0090016800_03072022004150', '0090016800_03072022004150', '0090016800_03072022004150']
Stack 18 with items: ['0090016800_03072022004150', '0090016800_03072022003700', '0090016800_03072022004150']
Stack 19 with items: ['0090016800_03072022003700', '0090016800_03072022001668', '0090016800_03072022001668']
Stack 20 with items: ['0090016800_03072022001668', '0090016800_03072022001668', '0090016800_03072022001668']
Stack 21 with items: ['0090016800_03072022001668', '0090016800_03072022001668', '0090016800_03072022001668']
Stack 22 with items: ['0090016800_03072022001668', '0090016800_03072022001668', '0090016800_03072022001668']
Stack 23 with items: ['0090016800_03072022001668', '0090016800_03072022001668', '0090016800_03072022001668']
Stack 24 with items: ['0090016800_03072022001668', '0090016800_03072022000752', '0090016800_03072022000752']
Stack 25 with items: ['0090016800_03072022000359', '0090016800_03072022000359']
Heuristic packed all stacks
