dataset: B
instance: VA
+-----------+
2D Packing Heuristic in Truck P334655101
Min2DVol: 31.295999999999996 [m2]
Stack 0 with items: ['0091017300_26102022011464', '0091017300_26102022011464', '0091017300_26102022011464']
Stack 1 with items: ['0091017300_26102022011464', '0091017300_26102022011464', '0091017300_26102022011464']
Stack 2 with items: ['0091017300_26102022011464', '0091017300_26102022003370', '0091017300_26102022011464']
Stack 3 with items: ['0091017300_26102022003370', '0091017300_26102022003370', '0091017300_26102022003370']
Stack 4 with items: ['0091017300_26102022003370', '0091017300_26102022003100', '0091017300_26102022003100']
Stack 5 with items: ['0091017300_26102022003100', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 6 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 7 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 8 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 9 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 10 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 11 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 12 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 13 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 14 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Stack 15 with items: ['0091017300_26102022002638', '0091017300_26102022002638', '0091017300_26102022002638']
Heuristic packed all stacks
