dataset: X
instance: MT5
+-----------+
2D Packing Heuristic in Truck P202630101
Min2DVol: 22.799999999999994 [m2]
Stack 0 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 1 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 2 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 3 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 4 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 5 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 6 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 7 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 8 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 9 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 10 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 11 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 12 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 13 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 14 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 15 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 16 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 17 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Stack 18 with items: ['0091017700_14062023002349', '0091017700_14062023002349']
Heuristic packed all stacks
