dataset: B
instance: CI2
+-----------+
2D Packing Heuristic in Truck P320406205
Min2DVol: 27.600000000000023 [m2]
Stack 0 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 1 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 2 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 3 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 4 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 5 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 6 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 7 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 8 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 9 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 10 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 11 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 12 with items: ['0090016800_26102022013946', '0090016800_26102022013946', '0090016800_26102022013946']
Stack 13 with items: ['0090016800_26102022013946', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 14 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 15 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 16 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 17 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 18 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 19 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 20 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 21 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 22 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 23 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 24 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 25 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 26 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 27 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 28 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 29 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 30 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 31 with items: ['0090016800_26102022013275', '0090016800_26102022013275', '0090016800_26102022013275']
Stack 32 with items: ['0090016800_26102022013275']
Stack 33 with items: ['0090016800_26102022010870', '0090016800_26102022010870', '0090016800_26102022010870']
Stack 34 with items: ['0090016800_26102022010870', '0090016800_26102022010870', '0090016800_26102022010870']
Stack 35 with items: ['0090016800_26102022010870', '0090016800_26102022010870', '0090016800_26102022010870']
Stack 36 with items: ['0090016800_26102022010870', '0090016800_26102022010870', '0090016800_26102022010870']
Stack 37 with items: ['0090016800_26102022010870', '0090016800_26102022010870', '0090016800_26102022010870']
Stack 38 with items: ['0090016800_26102022010870', '0090016800_26102022010870', '0090016800_26102022010870']
Stack 39 with items: ['0090016800_26102022010870', '0090016800_26102022009899', '0090016800_26102022005909']
Stack 40 with items: ['0090016800_26102022005909', '0090016800_26102022005301']
Stack 41 with items: ['0090016800_26102022004251', '0090016800_26102022004251', '0090016800_26102022004251']
Stack 42 with items: ['0090016800_26102022004251', '0090016800_26102022004251', '0090016800_26102022004251']
Stack 43 with items: ['0090016800_26102022004251', '0090016800_26102022004251', '0090016800_26102022004251']
