dataset: X
instance: CI2
+-----------+
2D Packing Heuristic in Truck P166404201
Min2DVol: 31.304777999999985 [m2]
Stack 0 with items: ['0090016800_08062023050558', '0090016800_08062023050558', '0090016800_08062023050558', '0090016800_08062023050558']
Stack 1 with items: ['0090016800_08062023050558', '0090016800_08062023050558', '0090016800_08062023050558', '0090016800_08062023050558']
Stack 2 with items: ['0090016800_08062023050558', '0090016800_08062023050558', '0090016800_08062023050558', '0090016800_08062023050558']
Stack 3 with items: ['0090016800_08062023050558', '0090016800_08062023034928', '0090016800_08062023034928', '0090016800_08062023034928']
Stack 4 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 5 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 6 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 7 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 8 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 9 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 10 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 11 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 12 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 13 with items: ['0090016800_08062023023968', '0090016800_08062023023968', '0090016800_08062023023968']
Stack 14 with items: ['0090016800_08062023023968', '0090016800_08062023021872', '0090016800_08062023023968']
Stack 15 with items: ['0090016800_08062023021872', '0090016800_08062023021872', '0090016800_08062023021872']
Stack 16 with items: ['0090016800_08062023021872', '0090016800_08062023021872', '0090016800_08062023021872']
Stack 17 with items: ['0090016800_08062023021872', '0090016800_08062023013969', '0090016800_08062023021872']
Stack 18 with items: ['0090016800_08062023012073', '0090016800_08062023007407', '0090016800_08062023012073']
Stack 19 with items: ['0090016800_08062023002424', '0090016800_08062023000623', '0090016800_08062023000623']
Stack 20 with items: ['0090016800_08062023032224', '0090016800_08062023032224', '0090016800_08062023032224']
Stack 21 with items: ['0090016800_08062023004828', '0090016800_08062023004828', '0090016800_08062023004828']
Stack 22 with items: ['0090016800_08062023004828', '0090016800_08062023004828', '0090016800_08062023004828']
Stack 23 with items: ['0090016800_08062023032224', '0090016800_08062023004828', '0090016800_08062023004828']
Stack 24 with items: ['0090016800_08062023022906', '0090016800_08062023016594', '0090016800_08062023016594']
Stack 25 with items: ['0090016800_08062023016594', '0090016800_08062023016594', '0090016800_08062023016594']
Heuristic packed all stacks
