dataset: A
instance: PA
+-----------+
2D Packing Heuristic in Truck P192623001
Min2DVol: 25.824480000000012 [m2]
Stack 0 with items: ['0091017200_03072022001452', '0091017200_03072022001452']
Stack 1 with items: ['0091017200_03072022001452', '0091017200_03072022001452']
Stack 2 with items: ['0091017200_03072022001452', '0091017200_03072022001452']
Stack 3 with items: ['0091017200_03072022001452', '0091017200_03072022001452']
Stack 4 with items: ['0091017200_03072022001452', '0091017200_03072022001452']
Stack 5 with items: ['0091017200_03072022001452', '0091017200_03072022001452']
Stack 6 with items: ['0091017200_03072022009788', '0091017200_03072022009788']
Stack 7 with items: ['0091017200_03072022009788', '0091017200_03072022009788']
Stack 8 with items: ['0091017200_03072022009788', '0091017200_03072022009788']
Stack 9 with items: ['0091017200_03072022009788', '0091017200_03072022009788']
Stack 10 with items: ['0091017200_03072022009788', '0091017200_03072022009788']
Stack 11 with items: ['0091017200_03072022009788', '0091017200_03072022009788']
Stack 12 with items: ['0091017200_03072022019015', '0091017200_03072022019015']
Stack 13 with items: ['0091017200_03072022019015', '0091017200_03072022019015']
Stack 14 with items: ['0091017200_03072022019015', '0091017200_03072022019015']
Stack 15 with items: ['0091017200_03072022017154', '0091017200_03072022014590']
Stack 16 with items: ['0091017200_03072022014590', '0091017200_03072022012597']
Stack 17 with items: ['0091017200_03072022012597', '0091017200_03072022012597']
Stack 18 with items: ['0091017200_03072022012597', '0091017200_03072022006422']
Stack 19 with items: ['0091017200_03072022006422']
Heuristic packed all stacks
