dataset: X
instance: BY6
+-----------+
2D Packing Heuristic in Truck P185244305
Min2DVol: 30.144479999999987 [m2]
Stack 0 with items: ['0090016900_14062023040355', '0090016900_14062023033792', '0090016900_14062023032995']
Stack 1 with items: ['0090016900_14062023023684', '0090016900_14062023023684', '0090016900_14062023031570']
Stack 2 with items: ['0090016900_14062023023684', '0090016900_14062023023684', '0090016900_14062023031570']
Stack 3 with items: ['0090016900_14062023044838', '0090016900_14062023036067', '0090016900_14062023044838']
Stack 4 with items: ['0090016900_14062023024693', '0090016900_14062023024693', '0090016900_14062023028477']
Stack 5 with items: ['0090016900_14062023005754', '0090016900_14062023005754', '0090016900_14062023022396']
Stack 6 with items: ['0090016900_14062023004137', '0090016900_14062023004137', '0090016900_14062023020101']
Stack 7 with items: ['0090016900_14062023038814', '0090016900_14062023010536', '0090016900_14062023010465']
Stack 8 with items: ['0090016900_14062023041618', '0090016900_14062023041618', '0090016900_14062023041618']
Stack 9 with items: ['0090016900_14062023041618', '0090016900_14062023041618', '0090016900_14062023041618']
Stack 10 with items: ['0090016900_14062023041618', '0090016900_14062023041618', '0090016900_14062023041618']
Stack 11 with items: ['0090016900_14062023012485', '0090016900_14062023012485', '0090016900_14062023012485']
Stack 12 with items: ['0090016900_14062023012485', '0090016900_14062023012485', '0090016900_14062023012485']
Stack 13 with items: ['0090016900_14062023012485', '0090016900_14062023012485', '0090016900_14062023012485']
Stack 14 with items: ['0090016900_14062023012485', '0090016900_14062023012485', '0090016900_14062023012485']
Stack 15 with items: ['0090016900_14062023007759', '0090016900_14062023007759', '0090016900_14062023007759']
Stack 16 with items: ['0090016900_14062023007759', '0090016900_14062023007759', '0090016900_14062023007759']
Stack 17 with items: ['0090016900_14062023006491', '0090016900_14062023006491', '0090016900_14062023006491']
Stack 18 with items: ['0090016900_14062023006491', '0090016900_14062023006491', '0090016900_14062023006491']
Stack 19 with items: ['0090016900_14062023005046', '0090016900_14062023005046', '0090016900_14062023005046']
Stack 20 with items: ['0090016900_14062023005046', '0090016900_14062023005046', '0090016900_14062023005046']
Stack 21 with items: ['0090016900_14062023005046', '0090016900_14062023005046', '0090016900_14062023005046']
Stack 22 with items: ['0090016900_14062023005046', '0090016900_14062023005046', '0090016900_14062023005046']
Stack 23 with items: ['0090016900_14062023005046', '0090016900_14062023005046', '0090016900_14062023005046']
Stack 24 with items: ['0090016900_14062023005046', '0090016900_14062023005046', '0090016900_14062023005046']
Heuristic packed all stacks
