dataset: C
instance: AS
+-----------+
2D Packing Heuristic in Truck P082730401
Min2DVol: 35.76 [m2]
Stack 0 with items: ['0090018000_27022023013383', '0090018000_27022023010586', '0090018000_27022023010705', '0090018000_27022023011901', '0090018000_27022023000612']
Stack 1 with items: ['0090018000_27022023009730', '0090018000_27022023005635', '0090018000_27022023006133', '0090018000_27022023007808', '0090018000_27022023004000']
Stack 2 with items: ['0090018000_27022023004252', '0090018000_27022023004987', '0090018000_27022023004987']
Stack 3 with items: ['0090018000_27022023004987', '0090018000_27022023004987', '0090018000_27022023004987']
Stack 4 with items: ['0090018000_27022023004987', '0090018000_27022023004987', '0090018000_27022023004987']
Stack 5 with items: ['0090018000_27022023014722', '0090018000_27022023014722', '0090018000_27022023014722']
Stack 6 with items: ['0090018000_27022023014722', '0090018000_27022023014106', '0090018000_27022023014722']
Stack 7 with items: ['0090018000_27022023014106', '0090018000_27022023014106', '0090018000_27022023014106']
Stack 8 with items: ['0090018000_27022023014106', '0090018000_27022023014106', '0090018000_27022023014106']
Stack 9 with items: ['0090018000_27022023014106', '0090018000_27022023013622', '0090018000_27022023014106']
Stack 10 with items: ['0090018000_27022023013622', '0090018000_27022023013622', '0090018000_27022023013622']
Stack 11 with items: ['0090018000_27022023013622', '0090018000_27022023013622', '0090018000_27022023013622']
Stack 12 with items: ['0090018000_27022023013622', '0090018000_27022023012377', '0090018000_27022023013622']
Stack 13 with items: ['0090018000_27022023012377', '0090018000_27022023012377', '0090018000_27022023012377']
Stack 14 with items: ['0090018000_27022023012377', '0090018000_27022023012377', '0090018000_27022023012377']
Stack 15 with items: ['0090018000_27022023012377', '0090018000_27022023012377', '0090018000_27022023012377']
Stack 16 with items: ['0090018000_27022023012377', '0090018000_27022023009150', '0090018000_27022023012377']
Stack 17 with items: ['0090018000_27022023009150', '0090018000_27022023009150', '0090018000_27022023009150']
Stack 18 with items: ['0090018000_27022023009150', '0090018000_27022023009150', '0090018000_27022023009150']
Stack 19 with items: ['0090018000_27022023009150', '0090018000_27022023009150', '0090018000_27022023009150']
Stack 20 with items: ['0090018000_27022023008435', '0090018000_27022023008435', '0090018000_27022023008435']
Stack 21 with items: ['0090018000_27022023008435', '0090018000_27022023008435', '0090018000_27022023008435']
Stack 22 with items: ['0090018000_27022023008435', '0090018000_27022023008435', '0090018000_27022023008435']
Stack 23 with items: ['0090018000_27022023008435', '0090018000_27022023008435', '0090018000_27022023008435']
Stack 24 with items: ['0090018000_27022023007861', '0090018000_27022023005788', '0090018000_27022023005788']
Stack 25 with items: ['0090018000_27022023005788', '0090018000_27022023005788', '0090018000_27022023005788']
Stack 26 with items: ['0090018000_27022023005345', '0090018000_27022023005345', '0090018000_27022023005345']
Stack 27 with items: ['0090018000_27022023005345', '0090018000_27022023005345', '0090018000_27022023005345']
Stacks not packed:
Stack 1 missing: ['0090018000_27022023009730', '0090018000_27022023005635', '0090018000_27022023006133', '0090018000_27022023007808', '0090018000_27022023004000']
