dataset: B
instance: SA2
+-----------+
2D Packing Heuristic in Truck P339055907
Min2DVol: 30.728000000000005 [m2]
Stack 0 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 1 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 2 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 3 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 4 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 5 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 6 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 7 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 8 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 9 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 10 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 11 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 12 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 13 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 14 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Stack 15 with items: ['0090017100_26102022016544', '0090017100_26102022016544', '0090017100_26102022016544']
Heuristic packed all stacks
