dataset: X
instance: BY4
+-----------+
2D Packing Heuristic in Truck P171069107
Min2DVol: 29.759999999999987 [m2]
Stack 0 with items: ['0090016900_14062023024155']
Stack 1 with items: ['0090016900_14062023019646']
Stack 2 with items: ['0090016900_14062023029054']
Stack 3 with items: ['0090016900_14062023035234']
Stack 4 with items: ['0090016900_14062023029054']
Stack 5 with items: ['0090016900_14062023019646']
Stack 6 with items: ['0090016900_14062023035823']
Stack 7 with items: ['0090016900_14062023004502']
Stack 8 with items: ['0090016900_14062023029054']
Stack 9 with items: ['0090016900_14062023038196', '0090016900_14062023038196']
Stack 10 with items: ['0090016900_14062023038196', '0090016900_14062023038196']
Stack 11 with items: ['0090016900_14062023038196', '0090016900_14062023038196']
Stack 12 with items: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 13 with items: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 14 with items: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 15 with items: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 16 with items: ['0090016900_14062023030593', '0090016900_14062023030088']
Stack 17 with items: ['0090016900_14062023030088', '0090016900_14062023030088']
Stack 18 with items: ['0090016900_14062023030088', '0090016900_14062023021625']
Stack 19 with items: ['0090016900_14062023018159', '0090016900_14062023018159']
Stack 20 with items: ['0090016900_14062023018159', '0090016900_14062023018159']
Stack 21 with items: ['0090016900_14062023018159', '0090016900_14062023018159']
Stack 22 with items: ['0090016900_14062023018159', '0090016900_14062023018159']
Stacks not packed:
Stack 9 missing: ['0090016900_14062023038196', '0090016900_14062023038196']
Stack 10 missing: ['0090016900_14062023038196', '0090016900_14062023038196']
Stack 11 missing: ['0090016900_14062023038196', '0090016900_14062023038196']
Stack 12 missing: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 13 missing: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 14 missing: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 15 missing: ['0090016900_14062023030593', '0090016900_14062023030593']
Stack 16 missing: ['0090016900_14062023030593', '0090016900_14062023030088']
Stack 18 missing: ['0090016900_14062023030088', '0090016900_14062023021625']
Stack 20 missing: ['0090016900_14062023018159', '0090016900_14062023018159']
Stack 21 missing: ['0090016900_14062023018159', '0090016900_14062023018159']
Stack 22 missing: ['0090016900_14062023018159', '0090016900_14062023018159']
