dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P108424705
Min2DVol: 28.183932000000006 [m2]
Stack 0 with items: ['0090017000_27022023034223', '0090017000_27022023034223']
Stack 1 with items: ['0090017000_27022023034223', '0090017000_27022023034223']
Stack 2 with items: ['0090017000_27022023034223', '0090017000_27022023034223']
Stack 3 with items: ['0090017000_27022023034223', '0090017000_27022023034223']
Stack 4 with items: ['0090017000_27022023034223', '0090017000_27022023034223']
Stack 5 with items: ['0090017000_27022023034223', '0090017000_27022023034223']
Stack 6 with items: ['0090017000_27022023018461', '0090017000_27022023016585']
Stack 7 with items: ['0090017000_27022023016585', '0090017000_27022023011623']
Stack 8 with items: ['0090017000_27022023010189', '0090017000_27022023009247']
Stack 9 with items: ['0090017000_27022023009247', '0090017000_27022023009247']
Stack 10 with items: ['0090017000_27022023009247', '0090017000_27022023009247']
Stack 11 with items: ['0090017000_27022023009247', '0090017000_27022023009247']
Stack 12 with items: ['0090017000_27022023009247', '0090017000_27022023009247']
Stack 13 with items: ['0090017000_27022023007761', '0090017000_27022023007761']
Stack 14 with items: ['0090017000_27022023007761', '0090017000_27022023007761']
Stack 15 with items: ['0090017000_27022023007115', '0090017000_27022023003442']
Stack 16 with items: ['0090017000_27022023003442', '0090017000_27022023003442']
Stack 17 with items: ['0090017000_27022023003442', '0090017000_27022023003217']
Heuristic packed all stacks
