dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P095232803
Min2DVol: 30.699330000000028 [m2]
Stack 0 with items: ['0090016900_27022023045370', '0090016900_27022023014277']
Stack 1 with items: ['0090016900_27022023045370', '0090016900_27022023045370']
Stack 2 with items: ['0090016900_27022023045370', '0090016900_27022023045370']
Stack 3 with items: ['0090016900_27022023048084', '0090016900_27022023048084']
Stack 4 with items: ['0090016900_27022023000400', '0090016900_27022023000400']
Stack 5 with items: ['0090016900_27022023039915', '0090016900_27022023039915', '0090016900_27022023045370', '0090016900_27022023045370']
Stack 6 with items: ['0090016900_27022023000400', '0090016900_27022023000400']
Stack 7 with items: ['0090016900_27022023000400', '0090016900_27022023000400']
Stack 8 with items: ['0090016900_27022023000400', '0090016900_27022023000400', '0090016900_27022023039915', '0090016900_27022023039915']
Stack 9 with items: ['0090016900_27022023043172', '0090016900_27022023043172']
Stack 10 with items: ['0090016900_27022023045370']
Stack 11 with items: ['0090016900_27022023008326']
Stack 12 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 13 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 14 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 15 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 16 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 17 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 18 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 19 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 20 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 21 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 22 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 23 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 24 with items: ['0090016900_27022023022728', '0090016900_27022023022728', '0090016900_27022023022728']
Stack 25 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 26 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 27 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 28 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 29 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 30 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 31 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 32 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 33 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 34 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 35 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 36 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 37 with items: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 38 with items: ['0090016900_27022023013388', '0090016900_27022023013388', '0090016900_27022023013388']
Stack 39 with items: ['0090016900_27022023013388', '0090016900_27022023013388', '0090016900_27022023013388']
Stack 40 with items: ['0090016900_27022023013388', '0090016900_27022023013388', '0090016900_27022023013388']
Stack 41 with items: ['0090016900_27022023013388', '0090016900_27022023013388', '0090016900_27022023013388']
Stack 42 with items: ['0090016900_27022023013388', '0090016900_27022023013388', '0090016900_27022023013388']
Stack 43 with items: ['0090016900_27022023013388', '0090016900_27022023013388', '0090016900_27022023013388']
Stack 44 with items: ['0090016900_27022023013388', '0090016900_27022023013388', '0090016900_27022023013388']
Stack 45 with items: ['0090016900_27022023012171', '0090016900_27022023012171', '0090016900_27022023012171']
Stack 46 with items: ['0090016900_27022023012171', '0090016900_27022023012171', '0090016900_27022023012171']
Stack 47 with items: ['0090016900_27022023012171', '0090016900_27022023012171', '0090016900_27022023012171']
Stack 48 with items: ['0090016900_27022023012171', '0090016900_27022023012171', '0090016900_27022023012171']
Stack 49 with items: ['0090016900_27022023012171', '0090016900_27022023012171', '0090016900_27022023012171']
Stack 50 with items: ['0090016900_27022023012171', '0090016900_27022023012171', '0090016900_27022023012171']
Stacks not packed:
Stack 26 missing: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 27 missing: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
Stack 28 missing: ['0090016900_27022023018936', '0090016900_27022023018936', '0090016900_27022023018936']
