dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P080056111
Min2DVol: 31.272239999999986 [m2]
Stack 0 with items: ['0090017100_28022023027073', '0090017100_28022023000854']
Stack 1 with items: ['0090017100_28022023016990', '0090017100_28022023027073']
Stack 2 with items: ['0090017100_28022023003451', '0090017100_28022023003451']
Stack 3 with items: ['0090017100_28022023027073', '0090017100_28022023003451']
Stack 4 with items: ['0090017100_28022023028739', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 5 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 6 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 7 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 8 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 9 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 10 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 11 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 12 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 13 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 14 with items: ['0090017100_28022023028256', '0090017100_28022023028256', '0090017100_28022023028256']
Stack 15 with items: ['0090017100_28022023028256', '0090017100_28022023019276', '0090017100_28022023028256']
Stack 16 with items: ['0090017100_28022023019276', '0090017100_28022023019276', '0090017100_28022023019276']
Stack 17 with items: ['0090017100_28022023019276', '0090017100_28022023019276', '0090017100_28022023019276']
Stack 18 with items: ['0090017100_28022023019276', '0090017100_28022023011889', '0090017100_28022023011889']
Stack 19 with items: ['0090017100_28022023011889', '0090017100_28022023011889', '0090017100_28022023011889']
Stack 20 with items: ['0090017100_28022023011420', '0090017100_28022023011420', '0090017100_28022023011420']
Stack 21 with items: ['0090017100_28022023011420', '0090017100_28022023011420', '0090017100_28022023011420']
Stack 22 with items: ['0090017100_28022023011420', '0090017100_28022023011420', '0090017100_28022023011420']
Stack 23 with items: ['0090017100_28022023009791', '0090017100_28022023009791', '0090017100_28022023009791']
Stack 24 with items: ['0090017100_28022023009791', '0090017100_28022023009791', '0090017100_28022023009791']
Stack 25 with items: ['0090017100_28022023009791', '0090017100_28022023009791', '0090017100_28022023009791']
Heuristic packed all stacks
