dataset: X
instance: CI3
+-----------+
2D Packing Heuristic in Truck P179443305
Min2DVol: 25.579260000000005 [m2]
Stack 0 with items: ['0090016800_08062023050368', '0090016800_08062023045986', '0090016800_08062023034240']
Stack 1 with items: ['0090016800_08062023045986', '0090016800_08062023034240', '0090016800_08062023045986']
Stack 2 with items: ['0090016800_08062023045986', '0090016800_08062023045986']
Stack 3 with items: ['0090016800_08062023045986', '0090016800_08062023019447']
Stack 4 with items: ['0090016800_08062023043053', '0090016800_08062023013510', '0090016800_08062023043053']
Stack 5 with items: ['0090016800_08062023027054', '0090016800_08062023027054']
Stack 6 with items: ['0090016800_08062023027054', '0090016800_08062023026466']
Stack 7 with items: ['0090016800_08062023026466', '0090016800_08062023026466']
Stack 8 with items: ['0090016800_08062023026466', '0090016800_08062023026466']
Stack 9 with items: ['0090016800_08062023026466', '0090016800_08062023026466']
Stack 10 with items: ['0090016800_08062023026466', '0090016800_08062023026466']
Stack 11 with items: ['0090016800_08062023026466', '0090016800_08062023026466']
Stack 12 with items: ['0090016800_08062023026466', '0090016800_08062023009828']
Stack 13 with items: ['0090016800_08062023019447', '0090016800_08062023019447']
Stack 14 with items: ['0090016800_08062023009828', '0090016800_08062023009828']
Stack 15 with items: ['0090016800_08062023009828', '0090016800_08062023007286']
Stack 16 with items: ['0090016800_08062023007286', '0090016800_08062023004368']
Stack 17 with items: ['0090016800_08062023004368', '0090016800_08062023004368']
Stack 18 with items: ['0090016800_08062023004368', '0090016800_08062023001201']
Stack 19 with items: ['0090016800_08062023001303', '0090016800_08062023001303']
Stack 20 with items: ['0090016800_08062023001201', '0090016800_08062023001201']
Heuristic packed all stacks
