dataset: X
instance: FC3
+-----------+
2D Packing Heuristic in Truck P201549105
Min2DVol: 32.160000000000004 [m2]
Stack 0 with items: ['0091017600_08062023006740', '0091017600_08062023006678', '0091017600_08062023006389']
Stack 1 with items: ['0091017600_08062023006389', '0091017600_08062023005828', '0091017600_08062023006389']
Stack 2 with items: ['0091017600_08062023005609', '0091017600_08062023004123', '0091017600_08062023005609']
Stack 3 with items: ['0091017600_08062023002733', '0091017600_08062023000567']
Stack 4 with items: ['0091017600_08062023004986', '0091017600_08062023004986']
Stack 5 with items: ['0091017600_08062023004986', '0091017600_08062023004986']
Stack 6 with items: ['0091017600_08062023005046', '0091017600_08062023005046']
Stack 7 with items: ['0091017600_08062023004986', '0091017600_08062023004986']
Stack 8 with items: ['0091017600_08062023004986', '0091017600_08062023004986']
Stack 9 with items: ['0091017600_08062023004986', '0091017600_08062023004986']
Stack 10 with items: ['0091017600_08062023005972', '0091017600_08062023005972']
Stack 11 with items: ['0091017600_08062023005972', '0091017600_08062023005972']
Stack 12 with items: ['0091017600_08062023005216', '0091017600_08062023005631']
Heuristic packed all stacks
