dataset: C
instance: TR3
+-----------+
2D Packing Heuristic in Truck P108421707
Min2DVol: 31.979999999999993 [m2]
Stack 0 with items: ['0090017000_28022023011277', '0090017000_28022023010705', '0090017000_28022023010436']
Stack 1 with items: ['0090017000_28022023010436', '0090017000_28022023010436', '0090017000_28022023010436']
Stack 2 with items: ['0090017000_28022023010018', '0090017000_28022023010018', '0090017000_28022023010018']
Stack 3 with items: ['0090017000_28022023010018', '0090017000_28022023007737', '0090017000_28022023006649']
Stack 4 with items: ['0090017000_28022023002896', '0090017000_28022023002896', '0090017000_28022023002896']
Stack 5 with items: ['0090017000_28022023001812']
Stack 6 with items: ['0090017000_28022023005601', '0090017000_28022023005601']
Stack 7 with items: ['0090017000_28022023003864', '0090017000_28022023003864']
Stack 8 with items: ['0090017000_28022023005601', '0090017000_28022023005601']
Stack 9 with items: ['0090017000_28022023005601', '0090017000_28022023005601']
Stack 10 with items: ['0090017000_28022023003864', '0090017000_28022023005601']
Stack 11 with items: ['0090017000_28022023003864', '0090017000_28022023003864']
Stack 12 with items: ['0090017000_28022023005601', '0090017000_28022023005601']
Stack 13 with items: ['0090017000_28022023005601', '0090017000_28022023005601']
Stack 14 with items: ['0090017000_28022023005601', '0090017000_28022023005601']
Stack 15 with items: ['0090017000_28022023005601', '0090017000_28022023003792']
Stack 16 with items: ['0090017000_28022023005601', '0090017000_28022023005601']
Stacks not packed:
Stack 15 missing: ['0090017000_28022023005601', '0090017000_28022023003792']
