dataset: X
instance: CI2
+-----------+
2D Packing Heuristic in Truck P173883401
Min2DVol: 35.31000899999999 [m2]
Stack 0 with items: ['0090016800_08062023023980', '0090016800_08062023023980']
Stack 1 with items: ['0090016800_08062023023980', '0090016800_08062023033924']
Stack 2 with items: ['0090016800_08062023023980', '0090016800_08062023023980']
Stack 3 with items: ['0090016800_08062023035216', '0090016800_08062023049035']
Stack 4 with items: ['0090016800_08062023016898', '0090016800_08062023016898']
Stack 5 with items: ['0090016800_08062023016898']
Stack 6 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 7 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 8 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 9 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 10 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 11 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 12 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 13 with items: ['0090016800_08062023037115', '0090016800_08062023037115', '0090016800_08062023037115']
Stack 14 with items: ['0090016800_08062023037115', '0090016800_08062023021540', '0090016800_08062023037115']
Stack 15 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 16 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 17 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 18 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 19 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 20 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 21 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 22 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 23 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 24 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 25 with items: ['0090016800_08062023021540', '0090016800_08062023021540', '0090016800_08062023021540']
Stack 26 with items: ['0090016800_08062023021540', '0090016800_08062023017650', '0090016800_08062023017650']
Stack 27 with items: ['0090016800_08062023017650', '0090016800_08062023017650', '0090016800_08062023017650']
Stack 28 with items: ['0090016800_08062023017650', '0090016800_08062023017650', '0090016800_08062023017650']
Stacks not packed:
Stack 26 missing: ['0090016800_08062023021540', '0090016800_08062023017650', '0090016800_08062023017650']
Stack 27 missing: ['0090016800_08062023017650', '0090016800_08062023017650', '0090016800_08062023017650']
Stack 28 missing: ['0090016800_08062023017650', '0090016800_08062023017650', '0090016800_08062023017650']
