dataset: X
instance: TR7
+-----------+
2D Packing Heuristic in Truck P175421707
Min2DVol: 32.1 [m2]
Stack 0 with items: ['0090017000_14062023040003', '0090017000_14062023040003', '0090017000_14062023040003']
Stack 1 with items: ['0090017000_14062023040003', '0090017000_14062023040003', '0090017000_14062023040003']
Stack 2 with items: ['0090017000_14062023040003', '0090017000_14062023032221', '0090017000_14062023040003']
Stack 3 with items: ['0090017000_14062023028862', '0090017000_14062023028862', '0090017000_14062023028862']
Stack 4 with items: ['0090017000_14062023028862', '0090017000_14062023028862', '0090017000_14062023028862']
Stack 5 with items: ['0090017000_14062023028588', '0090017000_14062023028588', '0090017000_14062023028588']
Stack 6 with items: ['0090017000_14062023028588', '0090017000_14062023025834', '0090017000_14062023025834']
Stack 7 with items: ['0090017000_14062023025834', '0090017000_14062023025834', '0090017000_14062023025834']
Stack 8 with items: ['0090017000_14062023025834', '0090017000_14062023025834', '0090017000_14062023025834']
Stack 9 with items: ['0090017000_14062023025834', '0090017000_14062023025705', '0090017000_14062023025705']
Stack 10 with items: ['0090017000_14062023025705', '0090017000_14062023025689', '0090017000_14062023025689']
Stack 11 with items: ['0090017000_14062023025689', '0090017000_14062023025689', '0090017000_14062023025689']
Stack 12 with items: ['0090017000_14062023025689', '0090017000_14062023020461', '0090017000_14062023013900']
Stack 13 with items: ['0090017000_14062023013900', '0090017000_14062023013900', '0090017000_14062023013900']
Stack 14 with items: ['0090017000_14062023013900', '0090017000_14062023011627', '0090017000_14062023011627']
Stack 15 with items: ['0090017000_14062023011627', '0090017000_14062023003050', '0090017000_14062023011627']
Stack 16 with items: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 17 with items: ['0090017000_14062023008526', '0090017000_14062023007606']
Stack 18 with items: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 19 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 20 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 21 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 22 with items: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 23 with items: ['0090017000_14062023007606', '0090017000_14062023035280']
Stack 24 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 25 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 26 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 27 with items: ['0090017000_14062023035280', '0090017000_14062023035280']
Stack 28 with items: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 29 with items: ['0090017000_14062023008526', '0090017000_14062023021828']
Stack 30 with items: ['0090017000_14062023042624', '0090017000_14062023007606']
Stack 31 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 32 with items: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 33 with items: ['0090017000_14062023021828', '0090017000_14062023042624']
Stacks not packed:
Stack 16 missing: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 17 missing: ['0090017000_14062023008526', '0090017000_14062023007606']
Stack 18 missing: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 19 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 20 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 21 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 22 missing: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 23 missing: ['0090017000_14062023007606', '0090017000_14062023035280']
Stack 24 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 25 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 26 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 27 missing: ['0090017000_14062023035280', '0090017000_14062023035280']
Stack 28 missing: ['0090017000_14062023021828', '0090017000_14062023021828']
Stack 29 missing: ['0090017000_14062023008526', '0090017000_14062023021828']
Stack 30 missing: ['0090017000_14062023042624', '0090017000_14062023007606']
Stack 31 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 32 missing: ['0090017000_14062023007606', '0090017000_14062023007606']
Stack 33 missing: ['0090017000_14062023021828', '0090017000_14062023042624']
