dataset: X
instance: TR6
+-----------+
2D Packing Heuristic in Truck P188421709
Min2DVol: 30.978059999999996 [m2]
Stack 0 with items: ['0090017000_14062023036699', '0090017000_14062023018618', '0090017000_14062023031019', '0090017000_14062023031019', '0090017000_14062023011819']
Stack 1 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 2 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 3 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 4 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 5 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 6 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 7 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 8 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 9 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 10 with items: ['0090017000_14062023038437', '0090017000_14062023038437']
Stack 11 with items: ['0090017000_14062023017710', '0090017000_14062023038437']
Stack 12 with items: ['0090017000_14062023017710', '0090017000_14062023017710']
Stack 13 with items: ['0090017000_14062023017710', '0090017000_14062023017710']
Stack 14 with items: ['0090017000_14062023017710', '0090017000_14062023017710']
Stack 15 with items: ['0090017000_14062023017710', '0090017000_14062023017710']
Stack 16 with items: ['0090017000_14062023017710', '0090017000_14062023017710']
Heuristic packed all stacks
