dataset: X
instance: BY2
+-----------+
2D Packing Heuristic in Truck P185069107
Min2DVol: 29.759999999999994 [m2]
Stack 0 with items: ['0090016900_08062023039730']
Stack 1 with items: ['0090016900_08062023003393']
Stack 2 with items: ['0090016900_08062023042057', '0090016900_08062023042057']
Stack 3 with items: ['0090016900_08062023042057', '0090016900_08062023042057']
Stack 4 with items: ['0090016900_08062023042057', '0090016900_08062023042057']
Stack 5 with items: ['0090016900_08062023041011', '0090016900_08062023041011']
Stack 6 with items: ['0090016900_08062023041011', '0090016900_08062023041011']
Stack 7 with items: ['0090016900_08062023041011', '0090016900_08062023041011']
Stack 8 with items: ['0090016900_08062023041011', '0090016900_08062023029226']
Stack 9 with items: ['0090016900_08062023029226', '0090016900_08062023029226']
Stack 10 with items: ['0090016900_08062023029226', '0090016900_08062023029226']
Stack 11 with items: ['0090016900_08062023029226', '0090016900_08062023029226']
Heuristic packed all stacks
