dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P080547301
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0091017200_27022023053065', '0091017200_27022023053065']
Stack 1 with items: ['0091017200_27022023053065', '0091017200_27022023053065']
Stack 2 with items: ['0091017200_27022023041418', '0091017200_27022023041418']
Stack 3 with items: ['0091017200_27022023041418', '0091017200_27022023041418']
Stack 4 with items: ['0091017200_27022023041418', '0091017200_27022023027371']
Stack 5 with items: ['0091017200_27022023027371', '0091017200_27022023027371']
Stack 6 with items: ['0091017200_27022023027371', '0091017200_27022023027371']
Stack 7 with items: ['0091017200_27022023015291', '0091017200_27022023007752']
Stack 8 with items: ['0091017200_27022023007752', '0091017200_27022023007752']
Stack 9 with items: ['0091017200_27022023007752', '0091017200_27022023007752']
Stack 10 with items: ['0091017200_27022023045642', '0091017200_27022023013081']
Heuristic packed all stacks
