dataset: B
instance: AS
+-----------+
2D Packing Heuristic in Truck P314731301
Min2DVol: 34.56000000000002 [m2]
Stack 0 with items: ['0090018000_26102022003339', '0090018000_26102022003339']
Stack 1 with items: ['0090018000_26102022003146', '0090018000_26102022003146']
Stack 2 with items: ['0090018000_26102022003146', '0090018000_26102022003146']
Stack 3 with items: ['0090018000_26102022002884', '0090018000_26102022002822']
Stack 4 with items: ['0090018000_26102022002822', '0090018000_26102022002822']
Stack 5 with items: ['0090018000_26102022002822', '0090018000_26102022002822']
Stack 6 with items: ['0090018000_26102022002822', '0090018000_26102022002822']
Stack 7 with items: ['0090018000_26102022001986', '0090018000_26102022001986']
Stack 8 with items: ['0090018000_26102022001986', '0090018000_26102022001986']
Stack 9 with items: ['0090018000_26102022001260', '0090018000_26102022001212']
Stack 10 with items: ['0090018000_26102022001212', '0090018000_26102022001212']
Stack 11 with items: ['0090018000_26102022001212', '0090018000_26102022001212']
Stack 12 with items: ['0090018000_26102022001212', '0090018000_26102022001184']
Stack 13 with items: ['0090018000_26102022001184', '0090018000_26102022000546']
Stack 14 with items: ['0090018000_26102022000208', '0090018000_26102022000208']
Stack 15 with items: ['0090018000_26102022000208', '0090018000_26102022000208']
Stack 16 with items: ['0090018000_26102022000208', '0090018000_26102022000208']
Stack 17 with items: ['0090018000_26102022000208', '0090018000_26102022000026']
Heuristic packed all stacks
