dataset: X
instance: RM5
+-----------+
2D Packing Heuristic in Truck P195391203
Min2DVol: 26.656 [m2]
Stack 0 with items: ['0090038200_14062023003513', '0090038200_14062023003513']
Stack 1 with items: ['0090038200_14062023003513', '0090038200_14062023003513']
Stack 2 with items: ['0090038200_14062023003513', '0090038200_14062023003513']
Stack 3 with items: ['0090038200_14062023003513', '0090038200_14062023003513']
Stack 4 with items: ['0090038200_14062023003513', '0090038200_14062023003513']
Stack 5 with items: ['0090038200_14062023003513', '0090038200_14062023003513']
Stack 6 with items: ['0090038200_14062023003513', '0090038200_14062023002504']
Stack 7 with items: ['0090038200_14062023002504', '0090038200_14062023002504']
Stack 8 with items: ['0090038200_14062023002504', '0090038200_14062023002504']
Stack 9 with items: ['0090038200_14062023002504', '0090038200_14062023002504']
Stack 10 with items: ['0090038200_14062023002504', '0090038200_14062023002504']
Stack 11 with items: ['0090038200_14062023002504', '0090038200_14062023002504']
Stack 12 with items: ['0090038200_14062023002504', '0090038200_14062023002504']
Stack 13 with items: ['0090038200_14062023002504', '0090038200_14062023000104']
Heuristic packed all stacks
