dataset: X
instance: TR
+-----------+
2D Packing Heuristic in Truck P172278201
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 1 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 2 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 3 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 4 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 5 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 6 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 7 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 8 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 9 with items: ['0090017000_08062023034267', '0090017000_08062023034267', '0090017000_08062023034267']
Stack 10 with items: ['0090017000_08062023034267', '0090017000_08062023030129', '0090017000_08062023034267']
Stack 11 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 12 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 13 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 14 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 15 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 16 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 17 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 18 with items: ['0090017000_08062023030129', '0090017000_08062023030129', '0090017000_08062023030129']
Stack 19 with items: ['0090017000_08062023011788', '0090017000_08062023011788', '0090017000_08062023011788']
Stack 20 with items: ['0090017000_08062023011788', '0090017000_08062023011788', '0090017000_08062023011788']
Stack 21 with items: ['0090017000_08062023011788', '0090017000_08062023011788', '0090017000_08062023011788']
Stack 22 with items: ['0090017000_08062023011788', '0090017000_08062023011788', '0090017000_08062023011788']
Stack 23 with items: ['0090017000_08062023011788', '0090017000_08062023011788', '0090017000_08062023011788']
Stack 24 with items: ['0090017000_08062023011788', '0090017000_08062023011788', '0090017000_08062023011788']
Stack 25 with items: ['0090017000_08062023011788', '0090017000_08062023011788', '0090017000_08062023011788']
Heuristic packed all stacks
