dataset: X
instance: CI3
+-----------+
2D Packing Heuristic in Truck P173401707
Min2DVol: 31.254179999999987 [m2]
Stack 0 with items: ['0090016800_08062023022646', '0090016800_08062023022646']
Stack 1 with items: ['0090016800_08062023021359', '0090016800_08062023005812']
Stack 2 with items: ['0090016800_08062023002736']
Stack 3 with items: ['0090016800_08062023043565', '0090016800_08062023043565', '0090016800_08062023043565']
Stack 4 with items: ['0090016800_08062023042216', '0090016800_08062023029666', '0090016800_08062023042216']
Stack 5 with items: ['0090016800_08062023031598', '0090016800_08062023031598', '0090016800_08062023031598']
Stack 6 with items: ['0090016800_08062023031598', '0090016800_08062023031598', '0090016800_08062023031598']
Stack 7 with items: ['0090016800_08062023031598', '0090016800_08062023031598', '0090016800_08062023031598']
Stack 8 with items: ['0090016800_08062023029061', '0090016800_08062023029061', '0090016800_08062023029061']
Stack 9 with items: ['0090016800_08062023029061', '0090016800_08062023025038', '0090016800_08062023029061']
Stack 10 with items: ['0090016800_08062023026388', '0090016800_08062023026388', '0090016800_08062023026388']
Stack 11 with items: ['0090016800_08062023025038', '0090016800_08062023022928', '0090016800_08062023022928']
Stack 12 with items: ['0090016800_08062023019852', '0090016800_08062023019852', '0090016800_08062023019852']
Stack 13 with items: ['0090016800_08062023019852', '0090016800_08062023019852', '0090016800_08062023019852']
Stack 14 with items: ['0090016800_08062023015876', '0090016800_08062023015876', '0090016800_08062023015876']
Stack 15 with items: ['0090016800_08062023015876', '0090016800_08062023015876', '0090016800_08062023015876']
Stack 16 with items: ['0090016800_08062023015876', '0090016800_08062023015876', '0090016800_08062023015876']
Stack 17 with items: ['0090016800_08062023011671', '0090016800_08062023011671', '0090016800_08062023011671']
Stack 18 with items: ['0090016800_08062023011671', '0090016800_08062023011671', '0090016800_08062023011671']
Stack 19 with items: ['0090016800_08062023011671', '0090016800_08062023005419', '0090016800_08062023011671']
Stack 20 with items: ['0090016800_08062023005419', '0090016800_08062023005419', '0090016800_08062023005419']
Stack 21 with items: ['0090016800_08062023005419', '0090016800_08062023005103', '0090016800_08062023005419']
Stack 22 with items: ['0090016800_08062023005100', '0090016800_08062023005100', '0090016800_08062023005100']
Stack 23 with items: ['0090016800_08062023004168', '0090016800_08062023004168', '0090016800_08062023004168']
Stack 24 with items: ['0090016800_08062023004168', '0090016800_08062023004168', '0090016800_08062023004168']
Stack 25 with items: ['0090016800_08062023004168', '0090016800_08062023004168', '0090016800_08062023004168']
Heuristic packed all stacks
