dataset: A
instance: PA
+-----------+
2D Packing Heuristic in Truck P264591301
Min2DVol: 31.427018999999994 [m2]
Stack 0 with items: ['0091017200_03072022015350', '0091017200_03072022015350', '0091017200_03072022018412']
Stack 1 with items: ['0091017200_03072022015350', '0091017200_03072022015350', '0091017200_03072022018412']
Stack 2 with items: ['0091017200_03072022015350', '0091017200_03072022015241', '0091017200_03072022018412']
Stack 3 with items: ['0091017200_03072022015241', '0091017200_03072022015241', '0091017200_03072022016729']
Stack 4 with items: ['0091017200_03072022015241', '0091017200_03072022015241', '0091017200_03072022016729']
Stack 5 with items: ['0091017200_03072022012563', '0091017200_03072022011802', '0091017200_03072022016729']
Stack 6 with items: ['0091017200_03072022011577', '0091017200_03072022011577', '0091017200_03072022013680']
Stack 7 with items: ['0091017200_03072022011577', '0091017200_03072022011577', '0091017200_03072022013680']
Stack 8 with items: ['0091017200_03072022011577', '0091017200_03072022005835', '0091017200_03072022013680']
Stack 9 with items: ['0091017200_03072022005835', '0091017200_03072022005835', '0091017200_03072022013185']
Stack 10 with items: ['0091017200_03072022005835', '0091017200_03072022005835', '0091017200_03072022013185']
Stack 11 with items: ['0091017200_03072022012033', '0091017200_03072022012033', '0091017200_03072022012033']
Stack 12 with items: ['0091017200_03072022000940', '0091017200_03072022000940', '0091017200_03072022000940']
Stack 13 with items: ['0091017200_03072022014765', '0091017200_03072022014765', '0091017200_03072022014765']
Stack 14 with items: ['0091017200_03072022002913', '0091017200_03072022014765', '0091017200_03072022014765']
Stack 15 with items: ['0091017200_03072022002913', '0091017200_03072022010730', '0091017200_03072022010730']
Stack 16 with items: ['0091017200_03072022014274', '0091017200_03072022014274', '0091017200_03072022014765']
Stack 17 with items: ['0091017200_03072022002913', '0091017200_03072022007757', '0091017200_03072022014765']
Stack 18 with items: ['0091017200_03072022018877', '0091017200_03072022018877', '0091017200_03072022018877', '0091017200_03072022018877']
Stack 19 with items: ['0091017200_03072022007757', '0091017200_03072022007757', '0091017200_03072022007757']
Stack 20 with items: ['0091017200_03072022014765', '0091017200_03072022014274', '0091017200_03072022014765']
Stack 21 with items: ['0091017200_03072022013556', '0091017200_03072022013556', '0091017200_03072022013556']
Stack 22 with items: ['0091017200_03072022013556', '0091017200_03072022007757', '0091017200_03072022018877']
Stack 23 with items: ['0091017200_03072022007757', '0091017200_03072022007757', '0091017200_03072022007757']
Stack 24 with items: ['0091017200_03072022014274', '0091017200_03072022010730', '0091017200_03072022014765']
Stack 25 with items: ['0091017200_03072022007757', '0091017200_03072022002913', '0091017200_03072022007757']
Heuristic packed all stacks
