dataset: B
instance: BY2
+-----------+
2D Packing Heuristic in Truck P319065201
Min2DVol: 32.39999999999999 [m2]
Stack 0 with items: ['0090016900_26102022009968', '0090016900_26102022009968', '0090016900_26102022009968']
Stack 1 with items: ['0090016900_26102022008542', '0090016900_26102022008542', '0090016900_26102022008542']
Stack 2 with items: ['0090016900_26102022008542', '0090016900_26102022008542', '0090016900_26102022008542']
Stack 3 with items: ['0090016900_26102022008542', '0090016900_26102022008542', '0090016900_26102022008542']
Stack 4 with items: ['0090016900_26102022008542', '0090016900_26102022008542', '0090016900_26102022008542']
Stack 5 with items: ['0090016900_26102022002754', '0090016900_26102022002754', '0090016900_26102022002754']
Stack 6 with items: ['0090016900_26102022002754', '0090016900_26102022002754', '0090016900_26102022002754']
Stack 7 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 8 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 9 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 10 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 11 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 12 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 13 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 14 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 15 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 16 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 17 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 18 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 19 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 20 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 21 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 22 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 23 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 24 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 25 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stack 26 with items: ['0090016900_26102022000210', '0090016900_26102022000210', '0090016900_26102022000210']
Stacks not packed:
Stack 4 missing: ['0090016900_26102022008542', '0090016900_26102022008542', '0090016900_26102022008542']
