dataset: X
instance: CI3
+-----------+
2D Packing Heuristic in Truck P208414201
Min2DVol: 30.23999999999999 [m2]
Stack 0 with items: ['0090016800_08062023022488', '0090016800_08062023012930', '0090016800_08062023012930']
Stack 1 with items: ['0090016800_08062023012930', '0090016800_08062023012930', '0090016800_08062023012930']
Stack 2 with items: ['0090016800_08062023003593', '0090016800_08062023003593', '0090016800_08062023003593']
Stack 3 with items: ['0090016800_08062023003593', '0090016800_08062023003593', '0090016800_08062023003593']
Stack 4 with items: ['0090016800_08062023003593', '0090016800_08062023003593', '0090016800_08062023003593']
Stack 5 with items: ['0090016800_08062023003593', '0090016800_08062023003593', '0090016800_08062023003593']
Stack 6 with items: ['0090016800_08062023003593', '0090016800_08062023003593', '0090016800_08062023003593']
Stack 7 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 8 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 9 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 10 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 11 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 12 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 13 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 14 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 15 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 16 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 17 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 18 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 19 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Stack 20 with items: ['0090016800_08062023020471', '0090016800_08062023020471']
Heuristic packed all stacks
