dataset: C
instance: SA3
+-----------+
2D Packing Heuristic in Truck P101056311
Min2DVol: 32.16000000000001 [m2]
Stack 0 with items: ['0090017100_28022023022477', '0090017100_28022023022477', '0090017100_28022023022477']
Stack 1 with items: ['0090017100_28022023021687', '0090017100_28022023021687', '0090017100_28022023021687']
Stack 2 with items: ['0090017100_28022023021687', '0090017100_28022023021687', '0090017100_28022023021687']
Stack 3 with items: ['0090017100_28022023009643', '0090017100_28022023009643', '0090017100_28022023009643']
Stack 4 with items: ['0090017100_28022023008861', '0090017100_28022023002399', '0090017100_28022023002399']
Stack 5 with items: ['0090017100_28022023002399', '0090017100_28022023002399', '0090017100_28022023002399']
Stack 6 with items: ['0090017100_28022023002399', '0090017100_28022023002399', '0090017100_28022023002399']
Stack 7 with items: ['0090017100_28022023002399', '0090017100_28022023002399', '0090017100_28022023002399']
Stack 8 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 9 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 10 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 11 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 12 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 13 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 14 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 15 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 16 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 17 with items: ['0090017100_28022023014484', '0090017100_28022023014484']
Stack 18 with items: ['0090017100_28022023021347', '0090017100_28022023021347']
Stack 19 with items: ['0090017100_28022023015323', '0090017100_28022023015323']
Heuristic packed all stacks
