dataset: A
instance: VA
+-----------+
2D Packing Heuristic in Truck P243512501
Min2DVol: 23.143140000000002 [m2]
Stack 0 with items: ['0091017300_03072022015010', '0091017300_03072022013724', '0091017300_03072022010009']
Stack 1 with items: ['0091017300_03072022009411', '0091017300_03072022008784', '0091017300_03072022008573']
Stack 2 with items: ['0091017300_03072022008573', '0091017300_03072022008573']
Stack 3 with items: ['0091017300_03072022008573', '0091017300_03072022008573']
Stack 4 with items: ['0091017300_03072022007950', '0091017300_03072022007950']
Stack 5 with items: ['0091017300_03072022007950', '0091017300_03072022007950']
Stack 6 with items: ['0091017300_03072022007950', '0091017300_03072022007753']
Stack 7 with items: ['0091017300_03072022007753', '0091017300_03072022007753']
Stack 8 with items: ['0091017300_03072022007753', '0091017300_03072022007753']
Stack 9 with items: ['0091017300_03072022007753', '0091017300_03072022007753']
Stack 10 with items: ['0091017300_03072022007753', '0091017300_03072022007753']
Stack 11 with items: ['0091017300_03072022005174', '0091017300_03072022000484']
Stack 12 with items: ['0091017300_03072022000045', '0091017300_03072022000045']
Stack 13 with items: ['0091017300_03072022000045', '0091017300_03072022000045']
Stack 14 with items: ['0091017300_03072022000045', '0091017300_03072022000045']
Stack 15 with items: ['0091017300_03072022000045', '0091017300_03072022000045']
Stack 16 with items: ['0091017300_03072022000045', '0091017300_03072022000045']
Stack 17 with items: ['0091017300_03072022002269', '0091017300_03072022002269']
Stack 18 with items: ['0091017300_03072022002269', '0091017300_03072022002269']
Heuristic packed all stacks
