dataset: C
instance: FL2
+-----------+
2D Packing Heuristic in Truck P110172423
Min2DVol: 26.436119999999995 [m2]
Stack 0 with items: ['0090015100_28022023001766', '0090015100_28022023001646', '0090015100_28022023001646']
Stack 1 with items: ['0090015100_28022023002907', '0090015100_28022023001766', '0090015100_28022023002907']
Stack 2 with items: ['0090015100_28022023004678', '0090015100_28022023004678', '0090015100_28022023004678']
Stack 3 with items: ['0090015100_28022023004678', '0090015100_28022023004678', '0090015100_28022023004678']
Stack 4 with items: ['0090015100_28022023004678', '0090015100_28022023004529', '0090015100_28022023004529']
Stack 5 with items: ['0090015100_28022023004529', '0090015100_28022023004529', '0090015100_28022023004529']
Stack 6 with items: ['0090015100_28022023004529', '0090015100_28022023004529', '0090015100_28022023004529']
Stack 7 with items: ['0090015100_28022023004529', '0090015100_28022023004529', '0090015100_28022023004529']
Stack 8 with items: ['0090015100_28022023004529', '0090015100_28022023003183', '0090015100_28022023003183']
Stack 9 with items: ['0090015100_28022023003183', '0090015100_28022023003183', '0090015100_28022023003183']
Stack 10 with items: ['0090015100_28022023003183', '0090015100_28022023003183', '0090015100_28022023003183']
Stack 11 with items: ['0090015100_28022023003183', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 12 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 13 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 14 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 15 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 16 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 17 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 18 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 19 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 20 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Stack 21 with items: ['0090015100_28022023002099', '0090015100_28022023002099', '0090015100_28022023002099']
Heuristic packed all stacks
