dataset: C
instance: PA
+-----------+
2D Packing Heuristic in Truck P079520601
Min2DVol: 23.040000000000006 [m2]
Stack 0 with items: ['0091017200_27022023062988', '0091017200_27022023062988']
Stack 1 with items: ['0091017200_27022023062988', '0091017200_27022023062988']
Stack 2 with items: ['0091017200_27022023060059', '0091017200_27022023060059']
Stack 3 with items: ['0091017200_27022023054209', '0091017200_27022023054209']
Stack 4 with items: ['0091017200_27022023054209', '0091017200_27022023054209']
Stack 5 with items: ['0091017200_27022023054209', '0091017200_27022023054209']
Stack 6 with items: ['0091017200_27022023054209', '0091017200_27022023054209']
Stack 7 with items: ['0091017200_27022023054209', '0091017200_27022023054209']
Stack 8 with items: ['0091017200_27022023054209', '0091017200_27022023049837']
Stack 9 with items: ['0091017200_27022023049837', '0091017200_27022023030006']
Stack 10 with items: ['0091017200_27022023030006', '0091017200_27022023030006']
Stack 11 with items: ['0091017200_27022023030006', '0091017200_27022023030006']
Heuristic packed all stacks
